date,tot_cases,new_case,tot_death,new_death,population_estimate,state_abbreviation,normalized_tot_cases,normalized_new_case,normalized_tot_death,normalized_new_death
04/28/2020,7303,132,314,26,6169270,MO,1.183770527,0.021396373,0.050897432,0.004214437
04/29/2020,7425,122,318,4,6169270,MO,1.203545962,0.019775435,0.051545807,0.000648375
04/30/2020,7562,137,329,11,6169270,MO,1.225752804,0.022206841,0.053328838,0.001783031
04/01/2020,368,49,11,1,982895,DE,0.374404184,0.049852731,0.011191429,0.001017403
04/02/2020,393,25,12,1,982895,DE,0.39983925,0.025435067,0.012208832,0.001017403
04/03/2020,450,57,14,2,982895,DE,0.457831203,0.057991952,0.014243637,0.002034805
04/04/2020,593,143,14,0,982895,DE,0.603319785,0.145488582,0.014243637,0
04/05/2020,673,80,14,0,982895,DE,0.684711999,0.081392214,0.014243637,0
04/06/2020,783,110,15,1,982895,DE,0.796626293,0.111914294,0.01526104,0.001017403
04/07/2020,928,145,16,1,982895,DE,0.94414968,0.147523388,0.016278443,0.001017403
04/08/2020,1116,188,19,3,982895,DE,1.135421383,0.191271702,0.019330651,0.003052208
04/09/2020,1209,93,23,4,982895,DE,1.230039831,0.094618449,0.023400261,0.004069611
04/10/2020,1326,117,32,9,982895,DE,1.349075944,0.119036113,0.032556886,0.009156624
04/11/2020,1479,153,33,1,982895,DE,1.504738553,0.155662609,0.033574288,0.001017403
04/12/2020,1625,146,35,2,982895,DE,1.653279343,0.14854079,0.035609094,0.002034805
04/13/2020,1761,136,41,6,982895,DE,1.791646107,0.138366763,0.04171351,0.006104416
04/14/2020,1926,165,43,2,982895,DE,1.959517548,0.167871441,0.043748315,0.002034805
04/15/2020,2014,88,46,3,982895,DE,2.049048983,0.089531435,0.046800523,0.003052208
04/16/2020,2075,61,52,6,982895,DE,2.111110546,0.062061563,0.052904939,0.006104416
04/17/2020,2323,248,61,9,982895,DE,2.363426409,0.252315863,0.062061563,0.009156624
04/18/2020,2538,215,67,6,982895,DE,2.582167983,0.218741575,0.068165979,0.006104416
04/19/2020,2745,207,72,5,982895,DE,2.792770337,0.210602353,0.073252992,0.005087013
04/20/2020,2745,0,72,0,982895,DE,2.792770337,0,0.073252992,0
04/21/2020,3200,455,89,17,982895,DE,3.255688553,0.462918216,0.090548838,0.017295845
04/22/2020,3308,108,92,3,982895,DE,3.365568041,0.109879489,0.093601046,0.003052208
04/23/2020,3442,134,100,8,982895,DE,3.501899999,0.136331958,0.101740267,0.008139221
04/24/2020,3442,0,100,0,982895,DE,3.501899999,0,0.101740267,0
04/25/2020,3576,134,112,12,982895,DE,3.638231958,0.136331958,0.113949099,0.012208832
04/26/2020,4162,586,125,13,982895,DE,4.234429924,0.596197966,0.127175334,0.013226235
04/27/2020,4575,413,137,12,982895,DE,4.654617228,0.420187304,0.139384166,0.012208832
04/28/2020,4655,80,144,7,982895,DE,4.736009441,0.081392214,0.146505985,0.007121819
04/29/2020,4734,79,152,8,982895,DE,4.816384253,0.080374811,0.154645206,0.008139221
04/30/2020,4734,0,152,0,982895,DE,4.816384253,0,0.154645206,0
04/01/2020,129,21,2,1,903027,SD,0.142852872,0.023255119,0.002214773,0.001107387
04/02/2020,165,36,2,0,903027,SD,0.182718789,0.039865918,0.002214773,0
04/03/2020,187,22,2,0,903027,SD,0.207081294,0.024362505,0.002214773,0
04/04/2020,212,25,2,0,903027,SD,0.234765959,0.027684665,0.002214773,0
04/05/2020,240,28,2,0,903027,SD,0.265772784,0.031006825,0.002214773,0
04/06/2020,288,48,4,2,903027,SD,0.318927341,0.053154557,0.004429546,0.002214773
04/07/2020,320,32,6,2,903027,SD,0.354363712,0.035436371,0.00664432,0.002214773
04/08/2020,393,73,6,0,903027,SD,0.435202934,0.080839222,0.00664432,0
04/09/2020,447,54,6,0,903027,SD,0.495001811,0.059798876,0.00664432,0
04/10/2020,536,89,6,0,903027,SD,0.593559218,0.098557407,0.00664432,0
04/11/2020,626,90,6,0,903027,SD,0.693224012,0.099664794,0.00664432,0
04/12/2020,730,104,6,0,903027,SD,0.808392219,0.115168206,0.00664432,0
04/13/2020,868,138,6,0,903027,SD,0.96121157,0.152819351,0.00664432,0
04/14/2020,1168,300,6,0,903027,SD,1.29342755,0.33221598,0.00664432,0
04/15/2020,1168,0,6,0,903027,SD,1.29342755,0,0.00664432,0
04/16/2020,1311,143,7,1,903027,SD,1.451783834,0.158356284,0.007751706,0.001107387
04/17/2020,1411,100,7,0,903027,SD,1.562522494,0.11073866,0.007751706,0
04/18/2020,1542,131,7,0,903027,SD,1.707590139,0.145067645,0.007751706,0
04/19/2020,1635,93,7,0,903027,SD,1.810577092,0.102986954,0.007751706,0
04/20/2020,1685,50,7,0,903027,SD,1.865946422,0.05536933,0.007751706,0
04/21/2020,1754,69,8,1,903027,SD,1.942356098,0.076409675,0.008859093,0.001107387
04/22/2020,1858,104,9,1,903027,SD,2.057524304,0.115168206,0.009966479,0.001107387
04/23/2020,1956,98,9,0,903027,SD,2.166048191,0.108523887,0.009966479,0
04/24/2020,2040,84,10,1,903027,SD,2.259068666,0.093020474,0.011073866,0.001107387
04/25/2020,2147,107,10,0,903027,SD,2.377559032,0.118490366,0.011073866,0
04/26/2020,2212,65,11,1,903027,SD,2.449539161,0.071980129,0.012181253,0.001107387
04/27/2020,2245,33,11,0,903027,SD,2.486082919,0.036543758,0.012181253,0
04/28/2020,2313,68,11,0,903027,SD,2.561385208,0.075302289,0.012181253,0
04/29/2020,2373,60,13,2,903027,SD,2.627828404,0.066443196,0.014396026,0.002214773
04/30/2020,2449,76,17,4,903027,SD,2.711989785,0.084161382,0.018825572,0.004429546
04/01/2020,566,46,10,2,1056161,RI,0.535903144,0.043553966,0.009468253,0.001893651
04/02/2020,681,115,12,2,1056161,RI,0.644788058,0.108884914,0.011361904,0.001893651
04/03/2020,711,30,14,2,1056161,RI,0.673192818,0.02840476,0.013255555,0.001893651
04/04/2020,806,95,17,3,1056161,RI,0.763141226,0.089948407,0.016096031,0.002840476
04/05/2020,922,116,25,8,1056161,RI,0.872972965,0.10983174,0.023670634,0.007574603
04/06/2020,1170,248,27,2,1056161,RI,1.10778565,0.234812685,0.025564284,0.001893651
04/07/2020,1414,244,30,3,1056161,RI,1.338811034,0.231025383,0.02840476,0.002840476
04/08/2020,1450,36,35,5,1056161,RI,1.372896746,0.034085712,0.033138887,0.004734127
04/09/2020,1939,489,47,12,1056161,RI,1.835894338,0.462997592,0.044500791,0.011361904
04/10/2020,2015,76,49,2,1056161,RI,1.907853064,0.071958726,0.046394442,0.001893651
04/11/2020,2349,334,56,7,1056161,RI,2.224092728,0.316239664,0.053022219,0.006627777
04/12/2020,2665,316,63,7,1056161,RI,2.523289536,0.299196808,0.059649997,0.006627777
04/13/2020,2976,311,73,10,1056161,RI,2.817752218,0.294462681,0.06911825,0.009468253
04/14/2020,3369,393,80,7,1056161,RI,3.189854577,0.372102359,0.075746027,0.006627777
04/15/2020,3529,160,87,7,1056161,RI,3.341346632,0.151492055,0.082373805,0.006627777
04/16/2020,3969,440,114,27,1056161,RI,3.757949782,0.41660315,0.107938089,0.025564284
04/17/2020,4177,208,118,4,1056161,RI,3.954889453,0.196939671,0.11172539,0.003787301
04/18/2020,4491,314,137,19,1056161,RI,4.252192611,0.297303157,0.129715072,0.017989681
04/19/2020,4706,215,150,13,1056161,RI,4.455760059,0.203567449,0.142023801,0.012308729
04/20/2020,5090,384,155,5,1056161,RI,4.819340991,0.363580931,0.146757928,0.004734127
04/21/2020,5716,626,181,26,1056161,RI,5.412053655,0.592712664,0.171375387,0.024617459
04/22/2020,6012,296,186,5,1056161,RI,5.692313956,0.280260301,0.176109514,0.004734127
04/23/2020,6256,244,189,3,1056161,RI,5.923339339,0.231025383,0.17894999,0.002840476
04/24/2020,6699,443,202,13,1056161,RI,6.342782966,0.419443626,0.191258719,0.012308729
04/25/2020,7129,430,215,13,1056161,RI,6.749917863,0.407134897,0.203567449,0.012308729
04/26/2020,7439,310,226,11,1056161,RI,7.043433719,0.293515856,0.213982527,0.010415079
04/27/2020,7708,269,233,7,1056161,RI,7.298129736,0.254696017,0.220610305,0.006627777
04/28/2020,7926,218,239,6,1056161,RI,7.50453766,0.206407925,0.226291257,0.005680952
04/29/2020,8247,321,251,12,1056161,RI,7.808468595,0.303930935,0.237653161,0.011361904
04/30/2020,8621,374,266,15,1056161,RI,8.162581273,0.354112678,0.251855541,0.01420238
04/01/2020,482,54,10,1,2910357,KS,0.165615421,0.018554425,0.003436005,0.0003436
04/02/2020,552,70,13,3,2910357,KS,0.189667453,0.024052032,0.004466806,0.001030801
04/03/2020,620,68,17,4,2910357,KS,0.213032284,0.023364831,0.005841208,0.001374402
04/04/2020,698,78,21,4,2910357,KS,0.23983312,0.026800836,0.00721561,0.001374402
04/05/2020,813,115,23,2,2910357,KS,0.279347173,0.039514053,0.007902811,0.000687201
04/06/2020,845,32,25,2,2910357,KS,0.290342388,0.010995215,0.008590011,0.000687201
04/07/2020,900,55,27,2,2910357,KS,0.309240413,0.018898025,0.009277212,0.000687201
04/08/2020,1076,176,39,12,2910357,KS,0.369714093,0.060473681,0.013400418,0.004123206
04/09/2020,1106,30,44,5,2910357,KS,0.380022107,0.010308014,0.01511842,0.001718002
04/10/2020,1241,135,52,8,2910357,KS,0.426408169,0.046386062,0.017867224,0.002748804
04/11/2020,1279,38,56,4,2910357,KS,0.439464987,0.013056817,0.019241626,0.001374402
04/12/2020,1377,98,57,1,2910357,KS,0.473137832,0.033672845,0.019585226,0.0003436
04/13/2020,1376,-1,62,5,2910357,KS,0.472794231,-0.0003436,0.021303228,0.001718002
04/14/2020,1477,101,71,9,2910357,KS,0.507497877,0.034703646,0.024395633,0.003092404
04/15/2020,1494,17,76,5,2910357,KS,0.513339085,0.005841208,0.026113635,0.001718002
04/16/2020,1588,94,80,4,2910357,KS,0.545637528,0.032298443,0.027488037,0.001374402
04/17/2020,1760,172,88,8,2910357,KS,0.604736807,0.059099279,0.03023684,0.002748804
04/18/2020,1811,51,88,0,2910357,KS,0.622260431,0.017523623,0.03023684,0
04/19/2020,1849,38,92,4,2910357,KS,0.635317248,0.013056817,0.031611242,0.001374402
04/20/2020,1986,137,100,8,2910357,KS,0.682390511,0.047073263,0.034360046,0.002748804
04/21/2020,2025,39,107,7,2910357,KS,0.695790929,0.013400418,0.036765249,0.002405203
04/22/2020,2211,186,110,3,2910357,KS,0.759700614,0.063909685,0.03779605,0.001030801
04/23/2020,2482,271,112,2,2910357,KS,0.852816338,0.093115724,0.038483251,0.000687201
04/24/2020,2777,295,111,-1,2910357,KS,0.954178474,0.101362135,0.038139651,-0.0003436
04/25/2020,3056,279,117,6,2910357,KS,1.050043002,0.095864528,0.040201254,0.002061603
04/26/2020,3174,118,118,1,2910357,KS,1.090587856,0.040544854,0.040544854,0.0003436
04/27/2020,3328,154,120,2,2910357,KS,1.143502326,0.052914471,0.041232055,0.000687201
04/28/2020,3491,163,124,4,2910357,KS,1.199509201,0.056006875,0.042606457,0.001374402
04/29/2020,3738,247,125,1,2910357,KS,1.284378514,0.084869313,0.042950057,0.0003436
04/30/2020,4238,500,129,4,2910357,KS,1.456178744,0.171800229,0.044324459,0.001374402
04/01/2020,415,48,4,1,1371246,NH,0.302644456,0.03500466,0.002917055,0.000729264
04/02/2020,479,64,5,1,1371246,NH,0.349317336,0.04667288,0.003646319,0.000729264
04/03/2020,540,61,7,2,1371246,NH,0.393802425,0.044485089,0.005104846,0.001458527
04/04/2020,621,81,9,2,1371246,NH,0.452872789,0.059070364,0.006563374,0.001458527
04/05/2020,669,48,9,0,1371246,NH,0.487877449,0.03500466,0.006563374,0
04/06/2020,715,46,9,0,1371246,NH,0.521423581,0.033546132,0.006563374,0
04/07/2020,747,32,13,4,1371246,NH,0.544760021,0.02333644,0.009480429,0.002917055
04/08/2020,788,41,18,5,1371246,NH,0.574659835,0.029899814,0.013126747,0.003646319
04/09/2020,819,31,21,3,1371246,NH,0.597267011,0.022607176,0.015314539,0.002187791
04/10/2020,885,66,22,1,1371246,NH,0.645398419,0.048131407,0.016043802,0.000729264
04/11/2020,929,44,23,1,1371246,NH,0.677486024,0.032087605,0.016773066,0.000729264
04/12/2020,985,56,23,0,1371246,NH,0.718324794,0.04083877,0.016773066,0
04/13/2020,1020,35,23,0,1371246,NH,0.743849025,0.025524231,0.016773066,0
04/14/2020,1091,71,27,4,1371246,NH,0.795626751,0.051777726,0.019690121,0.002917055
04/15/2020,1139,48,32,5,1371246,NH,0.830631411,0.03500466,0.02333644,0.003646319
04/16/2020,1211,72,34,2,1371246,NH,0.883138401,0.05250699,0.024794967,0.001458527
04/17/2020,1287,76,37,3,1371246,NH,0.938562446,0.055424045,0.026982759,0.002187791
04/18/2020,1342,55,38,1,1371246,NH,0.978671952,0.040109506,0.027712022,0.000729264
04/19/2020,1392,50,41,3,1371246,NH,1.01513514,0.036463187,0.029899814,0.002187791
04/20/2020,1447,55,42,1,1371246,NH,1.055244646,0.040109506,0.030629077,0.000729264
04/21/2020,1491,44,42,0,1371246,NH,1.087332251,0.032087605,0.030629077,0
04/22/2020,1588,97,48,6,1371246,NH,1.158070835,0.070738584,0.03500466,0.004375582
04/23/2020,1670,82,51,3,1371246,NH,1.217870462,0.059799627,0.037192451,0.002187791
04/24/2020,1720,50,53,2,1371246,NH,1.25433365,0.036463187,0.038650979,0.001458527
04/25/2020,1787,67,60,7,1371246,NH,1.303194321,0.048860671,0.043755825,0.005104846
04/26/2020,1864,77,60,0,1371246,NH,1.35934763,0.056153309,0.043755825,0
04/27/2020,1938,74,60,0,1371246,NH,1.413313147,0.053965517,0.043755825,0
04/28/2020,2010,72,60,0,1371246,NH,1.465820137,0.05250699,0.043755825,0
04/29/2020,2054,44,66,6,1371246,NH,1.497907742,0.032087605,0.048131407,0.004375582
04/30/2020,2146,92,72,6,1371246,NH,1.565000007,0.067092265,0.05250699,0.004375582
04/01/2020,344,41,7,2,1345790,ME,0.255611945,0.030465377,0.005201406,0.001486116
04/02/2020,376,32,7,0,1345790,ME,0.279389801,0.023777855,0.005201406,0
04/03/2020,432,56,9,2,1345790,ME,0.321001048,0.041611247,0.006687522,0.001486116
04/04/2020,456,24,10,1,1345790,ME,0.338834439,0.017833392,0.00743058,0.000743058
04/05/2020,470,14,10,0,1345790,ME,0.349237251,0.010402812,0.00743058,0
04/06/2020,499,29,10,0,1345790,ME,0.370785932,0.021548681,0.00743058,0
04/07/2020,519,20,12,2,1345790,ME,0.385647092,0.01486116,0.008916696,0.001486116
04/08/2020,537,18,14,2,1345790,ME,0.399022136,0.013375044,0.010402812,0.001486116
04/09/2020,560,23,16,2,1345790,ME,0.416112469,0.017090334,0.011888928,0.001486116
04/10/2020,583,23,17,1,1345790,ME,0.433202803,0.017090334,0.012631986,0.000743058
04/11/2020,616,33,19,2,1345790,ME,0.457723716,0.024520913,0.014118102,0.001486116
04/12/2020,633,17,19,0,1345790,ME,0.470355702,0.012631986,0.014118102,0
04/13/2020,698,65,19,0,1345790,ME,0.518654471,0.048298769,0.014118102,0
04/14/2020,734,36,20,1,1345790,ME,0.545404558,0.026750087,0.01486116,0.000743058
04/15/2020,770,36,24,4,1345790,ME,0.572154645,0.026750087,0.017833392,0.002972232
04/16/2020,796,26,27,3,1345790,ME,0.591474153,0.019319508,0.020062565,0.002229174
04/17/2020,827,31,29,2,1345790,ME,0.61450895,0.023034797,0.021548681,0.001486116
04/18/2020,847,20,32,3,1345790,ME,0.62937011,0.01486116,0.023777855,0.002229174
04/19/2020,867,20,34,2,1345790,ME,0.644231269,0.01486116,0.025263971,0.001486116
04/20/2020,875,8,35,1,1345790,ME,0.650175733,0.005944464,0.026007029,0.000743058
04/21/2020,888,13,36,1,1345790,ME,0.659835487,0.009659754,0.026750087,0.000743058
04/22/2020,907,19,39,3,1345790,ME,0.673953589,0.014118102,0.028979261,0.002229174
04/23/2020,937,30,44,5,1345790,ME,0.696245328,0.022291739,0.032694551,0.00371529
04/24/2020,965,28,47,3,1345790,ME,0.717050951,0.020805623,0.034923725,0.002229174
04/25/2020,990,25,50,3,1345790,ME,0.735627401,0.01857645,0.037152899,0.002229174
04/26/2020,1023,33,50,0,1345790,ME,0.760148314,0.024520913,0.037152899,0
04/27/2020,1040,17,51,1,1345790,ME,0.7727803,0.012631986,0.037895957,0.000743058
04/28/2020,1056,16,51,0,1345790,ME,0.784669228,0.011888928,0.037895957,0
04/29/2020,1095,39,53,2,1345790,ME,0.813648489,0.028979261,0.039382073,0.001486116
04/30/2020,1123,28,55,2,1345790,ME,0.834454112,0.020805623,0.040868189,0.001486116
04/01/2020,1584,86,9,1,10611862,NC,0.149266924,0.008104139,0.000848108,9.42E-05
04/02/2020,1857,273,16,7,10611862,NC,0.174992852,0.025725928,0.001507747,0.000659639
04/03/2020,2093,236,19,3,10611862,NC,0.197232116,0.022239264,0.001790449,0.000282703
04/04/2020,2402,309,24,5,10611862,NC,0.226350475,0.029118358,0.00226162,0.000471171
04/05/2020,2585,183,31,7,10611862,NC,0.243595328,0.017244853,0.002921259,0.000659639
04/06/2020,2870,285,33,2,10611862,NC,0.270452066,0.026856738,0.003109728,0.000188468
04/07/2020,3221,351,46,13,10611862,NC,0.303528259,0.033076193,0.004334772,0.001225044
04/08/2020,3426,205,53,7,10611862,NC,0.322846264,0.019318005,0.004994411,0.000659639
04/09/2020,3651,225,65,12,10611862,NC,0.344048952,0.021202688,0.006125221,0.00113081
04/10/2020,3908,257,74,9,10611862,NC,0.368267134,0.024218182,0.006973329,0.000848108
04/11/2020,4312,404,80,6,10611862,NC,0.406337738,0.038070604,0.007538734,0.000565405
04/12/2020,4520,208,81,1,10611862,NC,0.425938445,0.019600707,0.007632968,9.42E-05
04/13/2020,4816,296,86,5,10611862,NC,0.453831759,0.027893314,0.008104139,0.000471171
04/14/2020,5024,208,108,22,10611862,NC,0.473432466,0.019600707,0.01017729,0.002073152
04/15/2020,5123,99,117,9,10611862,NC,0.482761649,0.009329183,0.011025398,0.000848108
04/16/2020,5465,342,131,14,10611862,NC,0.514989735,0.032228086,0.012344676,0.001319278
04/17/2020,5859,394,152,21,10611862,NC,0.552117998,0.037128263,0.014323594,0.001978918
04/18/2020,6140,281,164,12,10611862,NC,0.578597799,0.026479802,0.015454404,0.00113081
04/19/2020,6493,353,172,8,10611862,NC,0.611862461,0.033264662,0.016208277,0.000753873
04/20/2020,6764,271,179,7,10611862,NC,0.637399921,0.02553746,0.016867916,0.000659639
04/21/2020,6951,187,213,34,10611862,NC,0.655021711,0.01762179,0.020071878,0.003203962
04/22/2020,7220,269,242,29,10611862,NC,0.680370702,0.025348992,0.022804669,0.002732791
04/23/2020,7608,388,253,11,10611862,NC,0.71693356,0.036562858,0.023841245,0.001036576
04/24/2020,8052,444,269,16,10611862,NC,0.758773531,0.041839971,0.025348992,0.001507747
04/25/2020,8623,571,289,20,10611862,NC,0.812581242,0.053807711,0.027233675,0.001884683
04/26/2020,8830,207,299,10,10611862,NC,0.832087715,0.019506473,0.028176017,0.000942342
04/27/2020,9142,312,306,7,10611862,NC,0.861488775,0.029401061,0.028835656,0.000659639
04/28/2020,9568,426,342,36,10611862,NC,0.901632532,0.040143756,0.032228086,0.00339243
04/29/2020,9948,380,354,12,10611862,NC,0.937441516,0.035808984,0.033358896,0.00113081
04/30/2020,10509,561,378,24,10611862,NC,0.990306885,0.052865369,0.035620516,0.00226162
04/01/2020,228,25,5,0,1086759,MT,0.209798125,0.02300418,0.004600836,0
04/02/2020,244,16,5,0,1086759,MT,0.2245208,0.014722675,0.004600836,0
04/03/2020,262,18,5,0,1086759,MT,0.24108381,0.01656301,0.004600836,0
04/04/2020,281,19,6,1,1086759,MT,0.258566987,0.017483177,0.005521003,0.000920167
04/05/2020,300,19,6,0,1086759,MT,0.276050164,0.017483177,0.005521003,0
04/06/2020,320,20,6,0,1086759,MT,0.294453508,0.018403344,0.005521003,0
04/07/2020,332,12,6,0,1086759,MT,0.305495515,0.011042007,0.005521003,0
04/08/2020,352,20,6,0,1086759,MT,0.323898859,0.018403344,0.005521003,0
04/09/2020,365,13,6,0,1086759,MT,0.335861033,0.011962174,0.005521003,0
04/10/2020,365,0,6,0,1086759,MT,0.335861033,0,0.005521003,0
04/11/2020,377,12,6,0,1086759,MT,0.346903039,0.011042007,0.005521003,0
04/12/2020,394,17,6,0,1086759,MT,0.362545882,0.015642843,0.005521003,0
04/13/2020,398,4,7,1,1086759,MT,0.366226551,0.003680669,0.00644117,0.000920167
04/14/2020,404,6,7,0,1086759,MT,0.371747554,0.005521003,0.00644117,0
04/15/2020,415,11,7,0,1086759,MT,0.381869393,0.010121839,0.00644117,0
04/16/2020,422,7,8,1,1086759,MT,0.388310564,0.00644117,0.007361338,0.000920167
04/17/2020,422,0,8,0,1086759,MT,0.388310564,0,0.007361338,0
04/18/2020,426,4,10,2,1086759,MT,0.391991233,0.003680669,0.009201672,0.001840334
04/19/2020,433,7,10,0,1086759,MT,0.398432403,0.00644117,0.009201672,0
04/20/2020,437,4,12,2,1086759,MT,0.402113072,0.003680669,0.011042007,0.001840334
04/21/2020,439,2,13,1,1086759,MT,0.403953406,0.001840334,0.011962174,0.000920167
04/22/2020,442,3,14,1,1086759,MT,0.406713908,0.002760502,0.012882341,0.000920167
04/23/2020,444,2,14,0,1086759,MT,0.408554242,0.001840334,0.012882341,0
04/24/2020,444,0,14,0,1086759,MT,0.408554242,0,0.012882341,0
04/25/2020,445,1,14,0,1086759,MT,0.40947441,0.000920167,0.012882341,0
04/26/2020,449,4,14,0,1086759,MT,0.413155079,0.003680669,0.012882341,0
04/27/2020,451,2,16,2,1086759,MT,0.414995413,0.001840334,0.014722675,0.001840334
04/28/2020,451,0,15,-1,1086759,MT,0.414995413,0,0.013802508,-0.000920167
04/29/2020,451,0,16,1,1086759,MT,0.414995413,0,0.014722675,0.000920167
04/30/2020,453,2,16,0,1086759,MT,0.416835747,0.001840334,0.014722675,0
04/01/2020,586,91,11,2,720687,DC,0.813113044,0.126268408,0.015263214,0.00277513
04/02/2020,653,67,12,1,720687,DC,0.906079893,0.09296685,0.016650779,0.001387565
04/03/2020,757,104,15,3,720687,DC,1.050386645,0.144306752,0.020813474,0.004162695
04/04/2020,902,145,21,6,720687,DC,1.251583558,0.201196914,0.029138863,0.00832539
04/05/2020,998,96,22,1,720687,DC,1.384789791,0.133206232,0.030526428,0.001387565
04/06/2020,1097,99,24,2,720687,DC,1.522158718,0.137368927,0.033301558,0.00277513
04/07/2020,1211,114,24,0,720687,DC,1.680341119,0.158182401,0.033301558,0
04/08/2020,1440,229,27,3,720687,DC,1.998093486,0.317752367,0.037464253,0.004162695
04/09/2020,1523,83,32,5,720687,DC,2.113261374,0.115167888,0.044402077,0.006937825
04/10/2020,1660,137,38,6,720687,DC,2.303357768,0.190096394,0.052727467,0.00832539
04/11/2020,1778,118,47,9,720687,DC,2.467090429,0.163732661,0.065215551,0.012488084
04/12/2020,1875,97,50,3,720687,DC,2.601684226,0.134593797,0.069378246,0.004162695
04/13/2020,1955,80,52,2,720687,DC,2.71268942,0.111005194,0.072153376,0.00277513
04/14/2020,2058,103,67,15,720687,DC,2.855608607,0.142919187,0.09296685,0.020813474
04/15/2020,2197,139,72,5,720687,DC,3.048480131,0.192871524,0.099904674,0.006937825
04/16/2020,2350,153,81,9,720687,DC,3.260777564,0.212297433,0.112392759,0.012488084
04/17/2020,2476,126,86,5,720687,DC,3.435610744,0.17483318,0.119330583,0.006937825
04/18/2020,2666,190,91,5,720687,DC,3.699248079,0.263637335,0.126268408,0.006937825
04/19/2020,2793,127,96,5,720687,DC,3.875468823,0.176220745,0.133206232,0.006937825
04/20/2020,2927,134,105,9,720687,DC,4.061402523,0.185933699,0.145694317,0.012488084
04/21/2020,3098,171,112,7,720687,DC,4.298676124,0.237273601,0.155407271,0.009712954
04/22/2020,3206,108,127,15,720687,DC,4.448533136,0.149857011,0.176220745,0.020813474
04/23/2020,3361,155,139,12,720687,DC,4.663605698,0.215072563,0.192871524,0.016650779
04/24/2020,3528,167,153,14,720687,DC,4.89532904,0.231723342,0.212297433,0.019425909
04/25/2020,3699,171,165,12,720687,DC,5.132602642,0.237273601,0.228948212,0.016650779
04/26/2020,3841,142,178,13,720687,DC,5.32963686,0.197034219,0.246986556,0.018038344
04/27/2020,3892,51,185,7,720687,DC,5.400402671,0.070765811,0.25669951,0.009712954
04/28/2020,3994,102,190,5,720687,DC,5.541934293,0.141531622,0.263637335,0.006937825
04/29/2020,4106,112,205,15,720687,DC,5.697341564,0.155407271,0.284450809,0.020813474
04/30/2020,4323,217,224,19,720687,DC,5.998443152,0.301101588,0.310814542,0.026363733
04/01/2020,143,10,3,0,734002,AK,0.194822357,0.013623941,0.004087182,0
04/02/2020,147,4,3,0,734002,AK,0.200271934,0.005449576,0.004087182,0
04/03/2020,157,10,3,0,734002,AK,0.213895875,0.013623941,0.004087182,0
04/04/2020,171,14,5,2,734002,AK,0.232969392,0.019073518,0.006811971,0.002724788
04/05/2020,185,14,6,1,734002,AK,0.25204291,0.019073518,0.008174365,0.001362394
04/06/2020,191,6,6,0,734002,AK,0.260217275,0.008174365,0.008174365,0
04/07/2020,213,22,6,0,734002,AK,0.290189945,0.02997267,0.008174365,0
04/08/2020,226,13,7,1,734002,AK,0.307901068,0.017711123,0.009536759,0.001362394
04/09/2020,235,9,7,0,734002,AK,0.320162615,0.012261547,0.009536759,0
04/10/2020,246,11,7,0,734002,AK,0.335148951,0.014986335,0.009536759,0
04/11/2020,257,11,8,1,734002,AK,0.350135286,0.014986335,0.010899153,0.001362394
04/12/2020,272,15,8,0,734002,AK,0.370571197,0.020435912,0.010899153,0
04/13/2020,277,5,8,0,734002,AK,0.377383168,0.006811971,0.010899153,0
04/14/2020,285,8,9,1,734002,AK,0.388282321,0.010899153,0.012261547,0.001362394
04/15/2020,293,8,9,0,734002,AK,0.399181474,0.010899153,0.012261547,0
04/16/2020,300,7,9,0,734002,AK,0.408718232,0.009536759,0.012261547,0
04/17/2020,309,9,9,0,734002,AK,0.420979779,0.012261547,0.012261547,0
04/18/2020,314,5,9,0,734002,AK,0.42779175,0.006811971,0.012261547,0
04/19/2020,319,5,9,0,734002,AK,0.43460372,0.006811971,0.012261547,0
04/20/2020,321,2,9,0,734002,AK,0.437328509,0.002724788,0.012261547,0
04/21/2020,329,8,9,0,734002,AK,0.448227662,0.010899153,0.012261547,0
04/22/2020,335,6,9,0,734002,AK,0.456402026,0.008174365,0.012261547,0
04/23/2020,337,2,9,0,734002,AK,0.459126814,0.002724788,0.012261547,0
04/24/2020,339,2,9,0,734002,AK,0.461851603,0.002724788,0.012261547,0
04/25/2020,339,0,9,0,734002,AK,0.461851603,0,0.012261547,0
04/26/2020,341,2,9,0,734002,AK,0.464576391,0.002724788,0.012261547,0
04/27/2020,345,4,9,0,734002,AK,0.470025967,0.005449576,0.012261547,0
04/28/2020,351,6,9,0,734002,AK,0.478200332,0.008174365,0.012261547,0
04/29/2020,355,4,9,0,734002,AK,0.483649908,0.005449576,0.012261547,0
04/30/2020,355,0,9,0,734002,AK,0.483649908,0,0.012261547,0
04/01/2020,311,28,1,0,1412687,HI,0.220147846,0.019820385,0.000707871,0
04/02/2020,350,39,2,1,1412687,HI,0.247754811,0.027606965,0.001415742,0.000707871
04/03/2020,373,23,3,1,1412687,HI,0.264035841,0.01628103,0.002123613,0.000707871
04/04/2020,388,15,4,1,1412687,HI,0.274653904,0.010618063,0.002831484,0.000707871
04/05/2020,406,18,4,0,1412687,HI,0.28739558,0.012741676,0.002831484,0
04/06/2020,428,22,5,1,1412687,HI,0.30296874,0.01557316,0.003539354,0.000707871
04/07/2020,449,21,5,0,1412687,HI,0.317834028,0.014865289,0.003539354,0
