date,tot_cases,new_case,tot_death,new_death,population_estimate,state_abbreviation,normalized_tot_cases,normalized_new_case,normalized_tot_death,normalized_new_death
04/03/2020,12024,2833,270,67,39937489,CA,0.301070505,0.070935857,0.006760565,0.001677622
04/04/2020,12026,2,276,6,39937489,CA,0.301120584,5.01E-05,0.0069108,0.000150235
04/05/2020,13438,1412,319,43,39937489,CA,0.336475836,0.035355252,0.007987483,0.001076683
04/06/2020,14336,898,343,24,39937489,CA,0.358960975,0.022485139,0.008588422,0.000600939
04/07/2020,15865,1529,374,31,39937489,CA,0.397245806,0.038284831,0.009364635,0.000776213
04/08/2020,16957,1092,442,68,39937489,CA,0.424588536,0.027342731,0.011067296,0.001702661
04/09/2020,18309,1352,492,50,39937489,CA,0.458441441,0.033852904,0.012319252,0.001251957
04/10/2020,19472,1163,541,49,39937489,CA,0.48756195,0.029120509,0.01354617,0.001226917
04/11/2020,20615,1143,609,68,39937489,CA,0.516181676,0.028619726,0.01524883,0.001702661
04/12/2020,21794,1179,651,42,39937489,CA,0.545702811,0.029521135,0.016300474,0.001051643
04/13/2020,22348,554,687,36,39937489,CA,0.559574489,0.013871678,0.017201883,0.000901409
04/14/2020,23338,990,758,71,39937489,CA,0.584363228,0.024788739,0.018979661,0.001777778
04/15/2020,24424,1086,821,63,39937489,CA,0.611555724,0.027192496,0.020557126,0.001577465
04/16/2020,26182,1758,890,69,39937489,CA,0.655574515,0.044018791,0.022284826,0.0017277
04/17/2020,27528,1346,985,95,39937489,CA,0.689277185,0.03370267,0.024663544,0.002378717
04/18/2020,28963,1435,1072,87,39937489,CA,0.725208337,0.035931152,0.026841948,0.002178404
04/19/2020,28963,0,1072,0,39937489,CA,0.725208337,0,0.026841948,0
04/20/2020,30978,2015,1208,136,39937489,CA,0.775662185,0.050453848,0.03024727,0.003405322
04/21/2020,33261,2283,1268,60,39937489,CA,0.83282652,0.057164335,0.031749618,0.001502348
04/22/2020,35396,2135,1354,86,39937489,CA,0.886285064,0.053458544,0.033902983,0.002153365
04/23/2020,37369,1973,1469,115,39937489,CA,0.935687269,0.049402205,0.036782483,0.0028795
04/24/2020,39254,1885,1562,93,39937489,CA,0.98288603,0.047198761,0.039111122,0.002328639
04/25/2020,41137,1883,1651,89,39937489,CA,1.030034712,0.047148683,0.041339605,0.002228483
04/26/2020,42164,1027,1710,59,39937489,CA,1.0557499,0.025715187,0.042816913,0.001477309
04/27/2020,43464,1300,1755,45,39937489,CA,1.088300769,0.03255087,0.043943674,0.001126761
04/28/2020,45031,1567,1809,54,39937489,CA,1.127537087,0.039236318,0.045295787,0.001352113
04/29/2020,46500,1469,1887,78,39937489,CA,1.16431957,0.036782483,0.047248839,0.001953052
04/30/2020,48917,2417,1982,95,39937489,CA,1.224839148,0.060519578,0.049627557,0.002378717
04/01/2020,22255,3559,355,88,8936574,NJ,2.490327949,0.398251052,0.039724396,0.009847174
04/02/2020,25590,3335,537,182,8936574,NJ,2.863513467,0.373185518,0.060090142,0.020365746
04/03/2020,29895,4305,646,109,8936574,NJ,3.3452417,0.481728233,0.07228721,0.012197068
04/04/2020,34124,4229,846,200,8936574,NJ,3.818465555,0.473223855,0.094667151,0.022379941
04/05/2020,37505,3381,917,71,8936574,NJ,4.19679846,0.378332905,0.10261203,0.007944879
04/06/2020,41090,3585,1003,86,8936574,NJ,4.597958905,0.401160445,0.112235405,0.009623375
04/07/2020,44416,3326,1232,229,8936574,NJ,4.970137326,0.372178421,0.137860437,0.025625033
04/08/2020,47437,3021,1504,272,8936574,NJ,5.308186336,0.338049011,0.168297157,0.03043672
04/09/2020,51027,3590,1700,196,8936574,NJ,5.70990628,0.401719943,0.1902295,0.021932342
04/10/2020,54588,3561,1932,232,8936574,NJ,6.108381131,0.398474852,0.216190231,0.025960732
04/11/2020,58151,3563,2187,255,8936574,NJ,6.507079782,0.398698651,0.244724656,0.028534425
04/12/2020,61850,3699,2350,163,8936574,NJ,6.920996794,0.413917011,0.262964308,0.018239652
04/13/2020,64584,2734,2443,93,8936574,NJ,7.226930589,0.305933795,0.273370981,0.010406673
04/14/2020,68824,4240,2805,362,8936574,NJ,7.701385341,0.474454752,0.313878674,0.040507693
04/15/2020,71030,2206,3156,351,8936574,NJ,7.948236091,0.246850751,0.353155471,0.039276797
04/16/2020,75317,4287,3518,362,8936574,NJ,8.427950129,0.479714038,0.393663164,0.040507693
04/17/2020,78467,3150,3840,322,8936574,NJ,8.780434202,0.352484073,0.42969487,0.036031705
04/18/2020,81436,2969,4070,230,8936574,NJ,9.112664428,0.332230226,0.455431802,0.025736932
04/19/2020,85301,3865,4202,132,8936574,NJ,9.545156791,0.432492362,0.470202563,0.014770761
04/20/2020,88806,3505,4377,175,8936574,NJ,9.937365259,0.392208468,0.489785012,0.019582448
04/21/2020,92387,3581,4753,376,8936574,NJ,10.3380781,0.400712846,0.531859301,0.042074289
04/22/2020,95865,3478,5063,310,8936574,NJ,10.72726528,0.389187176,0.56654821,0.034688909
04/23/2020,99989,4124,5368,305,8936574,NJ,11.18873967,0.461474386,0.60067762,0.03412941
04/24/2020,102196,2207,5617,249,8936574,NJ,11.43570232,0.24696265,0.628540647,0.027863027
04/25/2020,105523,3327,5863,246,8936574,NJ,11.80799264,0.372290321,0.656067974,0.027527328
04/26/2020,109038,3515,5938,75,8936574,NJ,12.2013201,0.393327465,0.664460452,0.008392478
04/27/2020,111188,2150,6044,106,8936574,NJ,12.44190447,0.240584367,0.676321821,0.011861369
04/28/2020,113856,2668,6442,398,8936574,NJ,12.74045288,0.298548415,0.720857904,0.044536083
04/29/2020,116264,2408,6770,328,8936574,NJ,13.00990738,0.269454491,0.757561007,0.036703103
04/30/2020,118652,2388,7228,458,8936574,NJ,13.27712387,0.267216497,0.808811072,0.051250065
04/01/2020,1985,325,31,13,6083116,MD,0.326313028,0.053426566,0.005096072,0.002137063
04/02/2020,2331,346,36,5,6083116,MD,0.383191772,0.056878744,0.00591802,0.000821947
04/03/2020,2758,427,42,6,6083116,MD,0.453386061,0.070194289,0.006904356,0.000986337
04/04/2020,3125,367,53,11,6083116,MD,0.513716983,0.060330923,0.00871264,0.001808284
04/05/2020,4045,920,91,38,6083116,MD,0.664955263,0.15123828,0.014959439,0.006246799
04/06/2020,4371,326,103,12,6083116,MD,0.718546219,0.053590956,0.016932112,0.001972673
04/07/2020,5529,1158,124,21,6083116,MD,0.908909184,0.190362965,0.02038429,0.003452178
04/08/2020,6185,656,138,14,6083116,MD,1.016748653,0.107839469,0.022685742,0.002301452
04/09/2020,6968,783,171,33,6083116,MD,1.14546558,0.128716927,0.028110593,0.005424851
04/10/2020,6968,0,171,0,6083116,MD,1.14546558,0,0.028110593,0
04/11/2020,7694,726,206,35,6083116,MD,1.26481231,0.11934673,0.033864224,0.00575363
04/12/2020,8936,1242,262,56,6083116,MD,1.468983988,0.204171678,0.043070032,0.009205808
04/13/2020,9472,536,302,40,6083116,MD,1.557096725,0.088112737,0.049645609,0.006575577
04/14/2020,10032,560,413,111,6083116,MD,1.649154808,0.092058083,0.067892837,0.018247227
04/15/2020,10784,752,459,46,6083116,MD,1.772775663,0.123620855,0.07545475,0.007561914
04/16/2020,11572,788,494,35,6083116,MD,1.902314537,0.129538874,0.081208381,0.00575363
04/17/2020,11572,0,494,0,6083116,MD,1.902314537,0,0.081208381,0
04/18/2020,12308,736,534,40,6083116,MD,2.023305161,0.120990624,0.087783958,0.006575577
04/19/2020,13684,1376,582,48,6083116,MD,2.249505023,0.226199862,0.095674651,0.007890693
04/20/2020,14193,509,652,70,6083116,MD,2.333179246,0.083674222,0.107181911,0.01150726
04/21/2020,14775,582,698,46,6083116,MD,2.428853897,0.095674651,0.114743825,0.007561914
04/22/2020,15737,962,748,50,6083116,MD,2.586996533,0.158142636,0.122963297,0.008219472
04/23/2020,16616,879,798,50,6083116,MD,2.731494846,0.144498313,0.131182769,0.008219472
04/24/2020,16616,0,798,0,6083116,MD,2.731494846,0,0.131182769,0
04/25/2020,17766,1150,875,77,6083116,MD,2.920542696,0.18904785,0.143840755,0.012657986
04/26/2020,19487,1721,945,70,6083116,MD,3.203456913,0.282914217,0.155348016,0.01150726
04/27/2020,20113,626,1016,71,6083116,MD,3.306364699,0.102907786,0.167019666,0.01167165
04/28/2020,20849,736,1078,62,6083116,MD,3.427355323,0.120990624,0.177211811,0.010192145
04/29/2020,21742,893,1140,62,6083116,MD,3.574155088,0.146799765,0.187403955,0.010192145
04/30/2020,23472,1730,1192,52,6083116,MD,3.85854881,0.284393722,0.195952206,0.008548251
04/01/2020,1279,166,32,6,3139658,NV,0.40736921,0.052872001,0.010192193,0.001911036
04/02/2020,1458,179,38,6,3139658,NV,0.464381789,0.057012579,0.012103229,0.001911036
04/03/2020,1514,56,43,5,3139658,NV,0.482218127,0.017836338,0.013695759,0.00159253
04/04/2020,1742,228,45,2,3139658,NV,0.554837501,0.072619374,0.014332771,0.000637012
04/05/2020,1836,94,46,1,3139658,NV,0.584777068,0.029939567,0.014651277,0.000318506
04/06/2020,1953,117,58,12,3139658,NV,0.622042273,0.037265205,0.01847335,0.003822072
04/07/2020,2087,134,71,13,3139658,NV,0.664722081,0.042679808,0.022613928,0.004140578
04/08/2020,2318,231,80,9,3139658,NV,0.738296974,0.073574893,0.025480482,0.002866554
04/09/2020,2456,138,85,5,3139658,NV,0.782250806,0.043953832,0.027073012,0.00159253
04/10/2020,2584,128,102,17,3139658,NV,0.823019577,0.040768772,0.032487615,0.005414602
04/11/2020,2700,116,112,10,3139658,NV,0.859966277,0.036946699,0.035672675,0.00318506
04/12/2020,2836,136,114,2,3139658,NV,0.903283096,0.04331682,0.036309687,0.000637012
04/13/2020,2971,135,120,6,3139658,NV,0.94628141,0.042998314,0.038220723,0.001911036
04/14/2020,3088,117,130,10,3139658,NV,0.983546616,0.037265205,0.041405784,0.00318506
04/15/2020,3211,123,137,7,3139658,NV,1.022722857,0.039176241,0.043635326,0.002229542
04/16/2020,3321,110,142,5,3139658,NV,1.05775852,0.035035663,0.045227856,0.00159253
04/17/2020,3524,203,151,9,3139658,NV,1.122415244,0.064656724,0.04809441,0.002866554
04/18/2020,3626,102,155,4,3139658,NV,1.154902859,0.032487615,0.049368434,0.001274024
04/19/2020,3728,102,157,2,3139658,NV,1.187390474,0.032487615,0.050005446,0.000637012
04/20/2020,3830,102,164,7,3139658,NV,1.219878089,0.032487615,0.052234989,0.002229542
04/21/2020,3937,107,170,6,3139658,NV,1.253958234,0.034080145,0.054146025,0.001911036
04/22/2020,4081,144,179,9,3139658,NV,1.299823102,0.045864868,0.057012579,0.002866554
04/23/2020,4208,127,197,18,3139658,NV,1.340273367,0.040450266,0.062745688,0.005733109
04/24/2020,4398,190,203,6,3139658,NV,1.400789513,0.060516145,0.064656724,0.001911036
04/25/2020,4539,141,206,3,3139658,NV,1.445698863,0.04490935,0.065612242,0.000955518
04/26/2020,4602,63,213,7,3139658,NV,1.465764743,0.02006588,0.067841784,0.002229542
04/27/2020,4690,88,213,0,3139658,NV,1.493793273,0.02802853,0.067841784,0
04/28/2020,4812,122,232,19,3139658,NV,1.532651008,0.038857735,0.073893399,0.006051615
04/29/2020,4898,86,237,5,3139658,NV,1.560042527,0.027391518,0.075485929,0.00159253
04/30/2020,5007,109,252,15,3139658,NV,1.594759684,0.034717157,0.080263519,0.00477759
04/01/2020,36273,3617,275,64,19440469,NY,1.865850047,0.186055182,0.014145749,0.003292102
04/02/2020,40572,4299,395,120,19440469,NY,2.086986687,0.22113664,0.02031844,0.006172691
04/03/2020,45704,5132,508,113,19440469,NY,2.350972088,0.263985401,0.026131057,0.005812617
04/04/2020,50398,4694,566,58,19440469,NY,2.592427168,0.24145508,0.029114524,0.002983467
04/05/2020,54480,4082,1017,451,19440469,NY,2.802401526,0.209974358,0.052313553,0.023199029
04/06/2020,72324,17844,3202,2185,19440469,NY,3.720280617,0.91787909,0.16470796,0.112394408
04/07/2020,61897,-10427,1378,-1824,19440469,NY,3.183925244,-0.536355373,0.070883064,-0.093824897
04/08/2020,67513,5616,1545,167,19440469,NY,3.472807163,0.288881919,0.079473391,0.008590328
04/09/2020,72910,5397,1787,242,19440469,NY,3.750423922,0.277616759,0.091921651,0.012448259
04/10/2020,78128,5218,2024,237,19440469,NY,4.018833085,0.268409162,0.104112715,0.012191064
04/11/2020,82150,4022,2260,236,19440469,NY,4.225721098,0.206888013,0.116252339,0.012139625
04/12/2020,85486,3336,2443,183,19440469,NY,4.397321896,0.171600798,0.125665693,0.009413353
04/13/2020,88268,2782,2661,218,19440469,NY,4.540425439,0.143103543,0.136879414,0.011213721
04/14/2020,91743,3475,2882,221,19440469,NY,4.719176271,0.178750832,0.148247452,0.011368038
04/15/2020,95477,3734,3081,199,19440469,NY,4.911249826,0.192073555,0.158483831,0.010236379
04/16/2020,99138,3661,3247,166,19440469,NY,5.099568328,0.188318502,0.167022719,0.008538889
04/17/2020,102290,3152,3560,313,19440469,NY,5.261704334,0.162136006,0.183123154,0.016100435
04/18/2020,105548,3258,3562,2,19440469,NY,5.429292884,0.167588549,0.183226032,0.000102878
04/19/2020,108350,2802,3787,225,19440469,NY,5.573425209,0.144132325,0.194799827,0.011573795
04/20/2020,110706,2356,3940,153,19440469,NY,5.694615701,0.121190492,0.202670008,0.00787018
04/21/2020,112365,1659,4107,167,19440469,NY,5.779953148,0.085337447,0.211260335,0.008590328
04/22/2020,114784,2419,4260,153,19440469,NY,5.904384303,0.124431154,0.219130516,0.00787018
04/23/2020,117605,2821,4407,147,19440469,NY,6.049493971,0.145109668,0.226692062,0.007561546
04/24/2020,121117,3512,4552,145,19440469,NY,6.230148048,0.180654078,0.23415073,0.007458668
04/25/2020,127030,5913,4715,163,19440469,NY,6.534307377,0.304159329,0.242535301,0.008384571
04/26/2020,129787,2757,4831,116,19440469,NY,6.676124943,0.141817566,0.248502235,0.005966934
04/27/2020,131507,1720,4947,116,19440469,NY,6.764600175,0.088475232,0.254469169,0.005966934
04/28/2020,132768,1261,5060,113,19440469,NY,6.829464865,0.06486469,0.260281786,0.005812617
04/29/2020,134850,2082,5170,110,19440469,NY,6.936561047,0.107096182,0.265940086,0.0056583
04/30/2020,136894,2044,5345,175,19440469,NY,7.041702543,0.105141496,0.274941927,0.00900184
04/01/2020,2565,406,65,16,6745354,IN,0.380261733,0.060189576,0.009636262,0.002372003
04/02/2020,3039,474,78,13,6745354,IN,0.450532322,0.070270589,0.011563515,0.001927252
04/03/2020,3457,418,102,24,6745354,IN,0.512500901,0.061968579,0.015121519,0.003558005
04/04/2020,3953,496,116,14,6745354,IN,0.586032994,0.073532093,0.017197022,0.002075503
04/05/2020,4411,458,127,11,6745354,IN,0.65393158,0.067898586,0.018827774,0.001630752
04/06/2020,4944,533,139,12,6745354,IN,0.73294893,0.07901735,0.020606776,0.001779002
04/07/2020,5507,563,173,34,6745354,IN,0.816413786,0.083464856,0.025647283,0.005040506
04/08/2020,5943,436,203,30,6745354,IN,0.881050868,0.064637082,0.030094788,0.004447506
04/09/2020,6351,408,245,42,6745354,IN,0.941536945,0.060486077,0.036321296,0.006226508
04/10/2020,6907,556,300,55,6745354,IN,1.02396405,0.082427105,0.044475056,0.00815376
04/11/2020,7435,528,350,50,6745354,IN,1.102240149,0.078276099,0.051887566,0.007412509
04/12/2020,7928,493,350,0,6745354,IN,1.175327492,0.073087343,0.051887566,0
04/13/2020,8236,308,350,0,6745354,IN,1.22098855,0.045661058,0.051887566,0
04/14/2020,8527,291,387,37,6745354,IN,1.264129355,0.043140805,0.057372823,0.005485257
04/15/2020,8955,428,436,49,6745354,IN,1.327580435,0.063451081,0.064637082,0.007264259
04/16/2020,9542,587,477,41,6745354,IN,1.414603296,0.08702286,0.07071534,0.006078258
04/17/2020,10154,612,519,42,6745354,IN,1.505332411,0.090729115,0.076941848,0.006226508
04/18/2020,10641,487,545,26,6745354,IN,1.577530253,0.072197842,0.080796353,0.003854505
04/19/2020,11210,569,562,17,6745354,IN,1.66188461,0.084354357,0.083316606,0.002520253
04/20/2020,11686,476,569,7,6745354,IN,1.732451699,0.07056709,0.084354357,0.001037751
04/21/2020,12097,411,630,61,6745354,IN,1.793382527,0.060930827,0.093397619,0.009043261
04/22/2020,12438,341,661,31,6745354,IN,1.843935841,0.050553314,0.097993374,0.004595756
04/23/2020,13039,601,706,45,6745354,IN,1.933034204,0.089098363,0.104664633,0.006671258
04/24/2020,13680,641,741,35,6745354,IN,2.028062575,0.095028371,0.109853389,0.005188757
04/25/2020,14395,715,872,131,6745354,IN,2.134061459,0.105998885,0.129274164,0.019420775
04/26/2020,15012,617,901,29,6745354,IN,2.225531825,0.091470366,0.13357342,0.004299255
04/27/2020,15961,949,932,31,6745354,IN,2.366221254,0.140689429,0.138169175,0.004595756
04/28/2020,16588,627,992,60,6745354,IN,2.459174122,0.092952868,0.147064187,0.008895011
04/29/2020,17182,594,1065,73,6745354,IN,2.547234734,0.088060612,0.15788645,0.010822264
04/30/2020,17835,653,1114,49,6745354,IN,2.644042107,0.096807373,0.16515071,0.007264259
04/01/2020,736,46,18,0,4301089,OR,0.171119454,0.010694966,0.004184987,0
04/02/2020,826,90,21,3,4301089,OR,0.192044387,0.020924933,0.004882484,0.000697498
04/03/2020,899,73,22,1,4301089,OR,0.209016833,0.016972446,0.005114984,0.000232499
04/04/2020,999,100,26,4,4301089,OR,0.232266758,0.023249926,0.006044981,0.000929997
04/05/2020,1068,69,27,1,4301089,OR,0.248309207,0.016042449,0.00627748,0.000232499
04/06/2020,1132,64,29,2,4301089,OR,0.26318916,0.014879952,0.006742478,0.000464999
04/07/2020,1181,49,33,4,4301089,OR,0.274581623,0.011392464,0.007672476,0.000929997
04/08/2020,1239,58,38,5,4301089,OR,0.28806658,0.013484957,0.008834972,0.001162496
04/09/2020,1321,82,44,6,4301089,OR,0.307131519,0.019064939,0.010229967,0.001394996
04/10/2020,1371,50,48,4,4301089,OR,0.318756482,0.011624963,0.011159964,0.000929997
04/11/2020,1447,76,51,3,4301089,OR,0.336426426,0.017669944,0.011857462,0.000697498
04/12/2020,1527,80,52,1,4301089,OR,0.355026367,0.018599941,0.012089961,0.000232499
04/13/2020,1584,57,53,1,4301089,OR,0.368278824,0.013252458,0.012322461,0.000232499
04/14/2020,1633,49,55,2,4301089,OR,0.379671288,0.011392464,0.012787459,0.000464999
04/15/2020,1663,30,58,3,4301089,OR,0.386646266,0.006974978,0.013484957,0.000697498
04/16/2020,1736,73,64,6,4301089,OR,0.403618711,0.016972446,0.014879952,0.001394996
04/17/2020,1785,49,70,6,4301089,OR,0.415011175,0.011392464,0.016274948,0.001394996
04/18/2020,1844,59,72,2,4301089,OR,0.428728631,0.013717456,0.016739947,0.000464999
04/19/2020,1910,66,74,2,4301089,OR,0.444073582,0.015344951,0.017204945,0.000464999
04/20/2020,1956,46,75,1,4301089,OR,0.454768548,0.010694966,0.017437444,0.000232499
04/21/2020,2002,46,78,3,4301089,OR,0.465463514,0.010694966,0.018134942,0.000697498
04/22/2020,2059,57,78,0,4301089,OR,0.478715972,0.013252458,0.018134942,0
04/23/2020,2127,68,83,5,4301089,OR,0.494525921,0.01580995,0.019297438,0.001162496
04/24/2020,2177,50,86,3,4301089,OR,0.506150884,0.011624963,0.019994936,0.000697498
04/25/2020,2253,76,87,1,4301089,OR,0.523820828,0.017669944,0.020227435,0.000232499
04/26/2020,2311,58,91,4,4301089,OR,0.537305785,0.013484957,0.021157432,0.000929997
04/27/2020,2354,43,92,1,4301089,OR,0.547303253,0.009997468,0.021389932,0.000232499
04/28/2020,2385,31,99,7,4301089,OR,0.55451073,0.007207477,0.023017427,0.001627495
04/29/2020,2446,61,101,2,4301089,OR,0.568693184,0.014182455,0.023482425,0.000464999
04/30/2020,2510,64,103,2,4301089,OR,0.583573137,0.014879952,0.023947424,0.000464999
04/01/2020,191,29,2,1,1778070,WV,0.107419843,0.016309819,0.001124815,0.000562408
04/02/2020,217,26,2,0,1778070,WV,0.122042439,0.014622596,0.001124815,0
04/03/2020,237,20,2,0,1778070,WV,0.13329059,0.011248151,0.001124815,0
04/04/2020,282,45,2,0,1778070,WV,0.15859893,0.02530834,0.001124815,0
04/05/2020,324,42,3,1,1778070,WV,0.182220048,0.023621117,0.001687223,0.000562408
04/06/2020,345,21,4,1,1778070,WV,0.194030606,0.011810559,0.00224963,0.000562408
04/07/2020,412,67,4,0,1778070,WV,0.231711912,0.037681306,0.00224963,0
04/08/2020,412,0,4,0,1778070,WV,0.231711912,0,0.00224963,0
04/09/2020,523,111,5,1,1778070,WV,0.294139151,0.062427239,0.002812038,0.000562408
04/10/2020,574,51,5,0,1778070,WV,0.322821936,0.028682785,0.002812038,0
04/11/2020,591,17,6,1,1778070,WV,0.332382865,0.009560928,0.003374445,0.000562408
04/12/2020,611,20,8,2,1778070,WV,0.343631016,0.011248151,0.00449926,0.001124815
04/13/2020,626,15,9,1,1778070,WV,0.352067129,0.008436113,0.005061668,0.000562408
04/14/2020,694,68,10,1,1778070,WV,0.390310843,0.038243714,0.005624076,0.000562408
04/15/2020,718,24,12,2,1778070,WV,0.403808624,0.013497781,0.006748891,0.001124815
04/16/2020,739,21,13,1,1778070,WV,0.415619183,0.011810559,0.007311298,0.000562408
04/17/2020,775,36,16,3,1778070,WV,0.435865855,0.020246672,0.008998521,0.001687223
04/18/2020,825,50,18,2,1778070,WV,0.463986232,0.028120378,0.010123336,0.001124815
04/19/2020,863,38,18,0,1778070,WV,0.485357719,0.021371487,0.010123336,0
04/20/2020,902,39,24,6,1778070,WV,0.507291614,0.021933895,0.013497781,0.003374445
04/21/2020,914,12,26,2,1778070,WV,0.514040505,0.006748891,0.014622596,0.001124815
04/22/2020,963,49,29,3,1778070,WV,0.541598475,0.02755797,0.016309819,0.001687223
04/23/2020,981,18,31,2,1778070,WV,0.551721811,0.010123336,0.017434634,0.001124815
04/24/2020,1010,29,32,1,1778070,WV,0.56803163,0.016309819,0.017997042,0.000562408
04/25/2020,1025,15,33,1,1778070,WV,0.576467743,0.008436113,0.018559449,0.000562408
04/26/2020,1053,28,34,1,1778070,WV,0.592215155,0.015747412,0.019121857,0.000562408
04/27/2020,1077,24,37,3,1778070,WV,0.605712936,0.013497781,0.02080908,0.001687223
04/28/2020,1095,18,38,1,1778070,WV,0.615836272,0.010123336,0.021371487,0.000562408
04/29/2020,1109,14,40,2,1778070,WV,0.623709978,0.007873706,0.022496302,0.001124815
04/30/2020,1125,16,44,4,1778070,WV,0.632708499,0.008998521,0.024745932,0.00224963
04/01/2020,1012,78,7,2,3282115,UT,0.308337764,0.023765164,0.002132771,0.000609363
04/02/2020,1165,153,7,0,3282115,UT,0.354954046,0.046616282,0.002132771,0
04/03/2020,1246,81,7,0,3282115,UT,0.379633255,0.024679208,0.002132771,0
04/04/2020,1428,182,8,1,3282115,UT,0.435085303,0.055452048,0.002437453,0.000304682
04/05/2020,1605,177,8,0,3282115,UT,0.489013944,0.053928641,0.002437453,0
04/06/2020,1716,111,13,5,3282115,UT,0.5228336,0.033819656,0.003960861,0.001523408
04/07/2020,1804,88,13,0,3282115,UT,0.549645579,0.026811979,0.003960861,0
04/08/2020,1916,112,13,0,3282115,UT,0.583769917,0.034124338,0.003960861,0
04/09/2020,2061,145,15,2,3282115,UT,0.627948746,0.04417883,0.004570224,0.000609363
04/10/2020,2102,41,17,2,3282115,UT,0.640440691,0.012491945,0.005179587,0.000609363
04/11/2020,2206,104,18,1,3282115,UT,0.672127576,0.031686885,0.005484269,0.000304682
04/12/2020,2338,132,18,0,3282115,UT,0.712345545,0.040217969,0.005484269,0
04/13/2020,2392,54,18,0,3282115,UT,0.728798351,0.016452806,0.005484269,0
04/14/2020,2453,61,20,2,3282115,UT,0.747383928,0.018585577,0.006093632,0.000609363
04/15/2020,2637,184,21,1,3282115,UT,0.803445339,0.056061412,0.006398313,0.000304682
04/16/2020,2760,123,22,1,3282115,UT,0.840921174,0.037475835,0.006702995,0.000304682
04/17/2020,2805,45,23,1,3282115,UT,0.854631846,0.013710671,0.007007676,0.000304682
04/18/2020,2946,141,25,2,3282115,UT,0.897591949,0.042960103,0.00761704,0.000609363
04/19/2020,3151,205,28,3,3282115,UT,0.960051674,0.062459725,0.008531084,0.000914045
04/20/2020,3259,108,32,4,3282115,UT,0.992957285,0.032905611,0.009749811,0.001218726
04/21/2020,3369,110,34,2,3282115,UT,1.02647226,0.033514974,0.010359174,0.000609363
04/22/2020,3540,171,35,1,3282115,UT,1.078572811,0.052100551,0.010663855,0.000304682
04/23/2020,3722,182,38,3,3282115,UT,1.134024859,0.055452048,0.0115779,0.000914045
04/24/2020,3782,60,39,1,3282115,UT,1.152305754,0.018280895,0.011882582,0.000304682
04/25/2020,3948,166,41,2,3282115,UT,1.202882897,0.050577143,0.012491945,0.000609363
04/26/2020,4214,266,41,0,3282115,UT,1.283928199,0.081045302,0.012491945,0
04/27/2020,4307,93,44,3,3282115,UT,1.312263586,0.028335387,0.01340599,0.000914045
04/28/2020,4423,116,45,1,3282115,UT,1.34760665,0.035343064,0.013710671,0.000304682
04/29/2020,4605,182,46,1,3282115,UT,1.403058698,0.055452048,0.014015353,0.000304682
04/30/2020,4753,148,46,0,3282115,UT,1.448151573,0.045092875,0.014015353,0
04/01/2020,1581,254,18,4,6169270,MO,0.256270191,0.041171808,0.002917687,0.000648375
04/02/2020,1834,253,19,1,6169270,MO,0.297279905,0.041009714,0.003079781,0.000162094
04/03/2020,2113,279,19,0,6169270,MO,0.342504056,0.045224151,0.003079781,0
04/04/2020,2291,178,24,5,6169270,MO,0.371356741,0.028852684,0.00389025,0.000810469
04/05/2020,2367,76,34,10,6169270,MO,0.383675864,0.012319124,0.005511187,0.001620937
04/06/2020,2722,355,39,5,6169270,MO,0.441219139,0.057543275,0.006321656,0.000810469
04/07/2020,3037,315,53,14,6169270,MO,0.492278665,0.051059526,0.008590968,0.002269312
04/08/2020,3327,290,58,5,6169270,MO,0.539285847,0.047007182,0.009401436,0.000810469
04/09/2020,3539,212,77,19,6169270,MO,0.573649719,0.034363871,0.012481217,0.003079781
04/10/2020,3799,260,96,19,6169270,MO,0.615794089,0.04214437,0.015560998,0.003079781
04/11/2020,4024,225,109,13,6169270,MO,0.652265179,0.03647109,0.017668217,0.002107219
04/12/2020,4160,136,110,1,6169270,MO,0.674309926,0.022044748,0.017830311,0.000162094
04/13/2020,4388,228,114,4,6169270,MO,0.711267297,0.036957371,0.018478685,0.000648375
04/14/2020,4686,298,133,19,6169270,MO,0.75957123,0.048303932,0.021558466,0.003079781
04/15/2020,4895,209,147,14,6169270,MO,0.79344882,0.03387759,0.023827779,0.002269312
04/16/2020,5111,216,152,5,6169270,MO,0.828461066,0.035012246,0.024638247,0.000810469
04/17/2020,5283,172,165,13,6169270,MO,0.856341188,0.027880122,0.026745466,0.002107219
04/18/2020,5517,234,175,10,6169270,MO,0.894271121,0.037929933,0.028366403,0.001620937
04/19/2020,5667,150,176,1,6169270,MO,0.918585181,0.02431406,0.028528497,0.000162094
04/20/2020,5807,140,177,1,6169270,MO,0.941278304,0.022693123,0.028690591,0.000162094
04/21/2020,5941,134,189,12,6169270,MO,0.962998864,0.02172056,0.030635715,0.001945125
04/22/2020,6137,196,208,19,6169270,MO,0.994769235,0.031770372,0.033715496,0.003079781
04/23/2020,6321,184,218,10,6169270,MO,1.024594482,0.029825247,0.035336434,0.001620937
04/24/2020,6625,304,262,44,6169270,MO,1.073870977,0.049276495,0.042468558,0.007132124
04/25/2020,6826,201,273,11,6169270,MO,1.106451817,0.03258084,0.044251589,0.001783031
04/26/2020,6997,171,274,1,6169270,MO,1.134169845,0.027718028,0.044413683,0.000162094
04/27/2020,7171,174,288,14,6169270,MO,1.162374154,0.028204309,0.046682995,0.002269312
