date,state,tot_cases,new_case,tot_death,new_death
04/08/2020,NJ,47437,3021,1504,272
04/09/2020,NJ,51027,3590,1700,196
04/10/2020,NJ,54588,3561,1932,232
04/11/2020,NJ,58151,3563,2187,255
04/12/2020,NJ,61850,3699,2350,163
04/13/2020,NJ,64584,2734,2443,93
04/14/2020,NJ,68824,4240,2805,362
04/15/2020,NJ,71030,2206,3156,351
04/16/2020,NJ,75317,4287,3518,362
04/17/2020,NJ,78467,3150,3840,322
04/18/2020,NJ,81436,2969,4070,230
04/19/2020,NJ,85301,3865,4202,132
04/20/2020,NJ,88806,3505,4377,175
04/21/2020,NJ,92387,3581,4753,376
04/22/2020,NJ,95865,3478,5063,310
04/23/2020,NJ,99989,4124,5368,305
04/24/2020,NJ,102196,2207,5617,249
04/25/2020,NJ,105523,3327,5863,246
04/26/2020,NJ,109038,3515,5938,75
04/27/2020,NJ,111188,2150,6044,106
04/28/2020,NJ,113856,2668,6442,398
04/29/2020,NJ,116264,2408,6770,328
04/30/2020,NJ,118652,2388,7228,458
04/01/2020,MD,1985,325,31,13
04/02/2020,MD,2331,346,36,5
04/03/2020,MD,2758,427,42,6
04/04/2020,MD,3125,367,53,11
04/05/2020,MD,4045,920,91,38
04/06/2020,MD,4371,326,103,12
04/07/2020,MD,5529,1158,124,21
04/08/2020,MD,6185,656,138,14
04/09/2020,MD,6968,783,171,33
04/10/2020,MD,6968,0,171,0
04/11/2020,MD,7694,726,206,35
04/12/2020,MD,8936,1242,262,56
04/13/2020,MD,9472,536,302,40
04/14/2020,MD,10032,560,413,111
04/15/2020,MD,10784,752,459,46
04/16/2020,MD,11572,788,494,35
04/17/2020,MD,11572,0,494,0
04/18/2020,MD,12308,736,534,40
04/19/2020,MD,13684,1376,582,48
04/20/2020,MD,14193,509,652,70
04/21/2020,MD,14775,582,698,46
04/22/2020,MD,15737,962,748,50
04/23/2020,MD,16616,879,798,50
04/24/2020,MD,16616,0,798,0
04/25/2020,MD,17766,1150,875,77
04/26/2020,MD,19487,1721,945,70
04/27/2020,MD,20113,626,1016,71
04/28/2020,MD,20849,736,1078,62
04/29/2020,MD,21742,893,1140,62
04/30/2020,MD,23472,1730,1192,52
04/01/2020,NV,1279,166,32,6
04/02/2020,NV,1458,179,38,6
04/03/2020,NV,1514,56,43,5
04/04/2020,NV,1742,228,45,2
04/05/2020,NV,1836,94,46,1
04/06/2020,NV,1953,117,58,12
04/07/2020,NV,2087,134,71,13
04/08/2020,NV,2318,231,80,9
04/09/2020,NV,2456,138,85,5
04/10/2020,NV,2584,128,102,17
04/11/2020,NV,2700,116,112,10
04/12/2020,NV,2836,136,114,2
04/13/2020,NV,2971,135,120,6
04/14/2020,NV,3088,117,130,10
04/15/2020,NV,3211,123,137,7
04/16/2020,NV,3321,110,142,5
04/17/2020,NV,3524,203,151,9
04/18/2020,NV,3626,102,155,4
04/19/2020,NV,3728,102,157,2
04/20/2020,NV,3830,102,164,7
04/21/2020,NV,3937,107,170,6
04/22/2020,NV,4081,144,179,9
04/23/2020,NV,4208,127,197,18
04/24/2020,NV,4398,190,203,6
04/25/2020,NV,4539,141,206,3
04/26/2020,NV,4602,63,213,7
04/27/2020,NV,4690,88,213,0
04/28/2020,NV,4812,122,232,19
04/29/2020,NV,4898,86,237,5
04/30/2020,NV,5007,109,252,15
04/01/2020,NY,36273,3617,275,64
04/02/2020,NY,40572,4299,395,120
04/03/2020,NY,45704,5132,508,113
04/04/2020,NY,50398,4694,566,58
04/05/2020,NY,54480,4082,1017,451
04/06/2020,NY,72324,17844,3202,2185
04/07/2020,NY,61897,-10427,1378,-1824
04/08/2020,NY,67513,5616,1545,167
04/09/2020,NY,72910,5397,1787,242
04/10/2020,NY,78128,5218,2024,237
04/11/2020,NY,82150,4022,2260,236
04/12/2020,NY,85486,3336,2443,183
04/13/2020,NY,88268,2782,2661,218
04/14/2020,NY,91743,3475,2882,221
04/15/2020,NY,95477,3734,3081,199
04/16/2020,NY,99138,3661,3247,166
04/17/2020,NY,102290,3152,3560,313
04/18/2020,NY,105548,3258,3562,2
04/19/2020,NY,108350,2802,3787,225
04/20/2020,NY,110706,2356,3940,153
04/21/2020,NY,112365,1659,4107,167
04/22/2020,NY,114784,2419,4260,153
04/23/2020,NY,117605,2821,4407,147
04/24/2020,NY,121117,3512,4552,145
04/25/2020,NY,127030,5913,4715,163
04/26/2020,NY,129787,2757,4831,116
04/27/2020,NY,131507,1720,4947,116
04/28/2020,NY,132768,1261,5060,113
04/29/2020,NY,134850,2082,5170,110
04/30/2020,NY,136894,2044,5345,175
04/01/2020,IN,2565,406,65,16
04/02/2020,IN,3039,474,78,13
04/03/2020,IN,3457,418,102,24
04/04/2020,IN,3953,496,116,14
04/05/2020,IN,4411,458,127,11
04/06/2020,IN,4944,533,139,12
04/07/2020,IN,5507,563,173,34
04/08/2020,IN,5943,436,203,30
04/09/2020,IN,6351,408,245,42
04/10/2020,IN,6907,556,300,55
04/11/2020,IN,7435,528,350,50
04/12/2020,IN,7928,493,350,0
04/13/2020,IN,8236,308,350,0
04/14/2020,IN,8527,291,387,37
04/15/2020,IN,8955,428,436,49
04/16/2020,IN,9542,587,477,41
04/17/2020,IN,10154,612,519,42
04/18/2020,IN,10641,487,545,26
04/19/2020,IN,11210,569,562,17
04/20/2020,IN,11686,476,569,7
04/21/2020,IN,12097,411,630,61
04/22/2020,IN,12438,341,661,31
04/23/2020,IN,13039,601,706,45
04/24/2020,IN,13680,641,741,35
04/25/2020,IN,14395,715,872,131
04/26/2020,IN,15012,617,901,29
04/27/2020,IN,15961,949,932,31
04/28/2020,IN,16588,627,992,60
04/29/2020,IN,17182,594,1065,73
04/30/2020,IN,17835,653,1114,49
04/01/2020,OR,736,46,18,0
04/02/2020,OR,826,90,21,3
04/03/2020,OR,899,73,22,1
04/04/2020,OR,999,100,26,4
04/05/2020,OR,1068,69,27,1
04/06/2020,OR,1132,64,29,2
04/07/2020,OR,1181,49,33,4
04/08/2020,OR,1239,58,38,5
04/09/2020,OR,1321,82,44,6
04/10/2020,OR,1371,50,48,4
04/11/2020,OR,1447,76,51,3
04/12/2020,OR,1527,80,52,1
04/13/2020,OR,1584,57,53,1
04/14/2020,OR,1633,49,55,2
04/15/2020,OR,1663,30,58,3
04/16/2020,OR,1736,73,64,6
04/17/2020,OR,1785,49,70,6
04/18/2020,OR,1844,59,72,2
04/19/2020,OR,1910,66,74,2
04/20/2020,OR,1956,46,75,1
04/21/2020,OR,2002,46,78,3
04/22/2020,OR,2059,57,78,0
04/23/2020,OR,2127,68,83,5
04/24/2020,OR,2177,50,86,3
04/25/2020,OR,2253,76,87,1
04/26/2020,OR,2311,58,91,4
04/27/2020,OR,2354,43,92,1
04/28/2020,OR,2385,31,99,7
04/29/2020,OR,2446,61,101,2
04/30/2020,OR,2510,64,103,2
04/01/2020,WV,191,29,2,1
04/02/2020,WV,217,26,2,0
04/03/2020,WV,237,20,2,0
04/04/2020,WV,282,45,2,0
04/05/2020,WV,324,42,3,1
04/06/2020,WV,345,21,4,1
04/07/2020,WV,412,67,4,0
04/08/2020,WV,412,0,4,0
04/09/2020,WV,523,111,5,1
04/10/2020,WV,574,51,5,0
04/11/2020,WV,591,17,6,1
04/12/2020,WV,611,20,8,2
04/13/2020,WV,626,15,9,1
04/14/2020,WV,694,68,10,1
04/15/2020,WV,718,24,12,2
04/16/2020,WV,739,21,13,1
04/17/2020,WV,775,36,16,3
04/18/2020,WV,825,50,18,2
04/19/2020,WV,863,38,18,0
04/20/2020,WV,902,39,24,6
04/21/2020,WV,914,12,26,2
04/22/2020,WV,963,49,29,3
04/23/2020,WV,981,18,31,2
04/24/2020,WV,1010,29,32,1
04/25/2020,WV,1025,15,33,1
04/26/2020,WV,1053,28,34,1
04/27/2020,WV,1077,24,37,3
04/28/2020,WV,1095,18,38,1
04/29/2020,WV,1109,14,40,2
04/30/2020,WV,1125,16,44,4
04/01/2020,UT,1012,78,7,2
04/02/2020,UT,1165,153,7,0
04/03/2020,UT,1246,81,7,0
04/04/2020,UT,1428,182,8,1
04/05/2020,UT,1605,177,8,0
04/06/2020,UT,1716,111,13,5
04/07/2020,UT,1804,88,13,0
04/08/2020,UT,1916,112,13,0
04/09/2020,UT,2061,145,15,2
04/10/2020,UT,2102,41,17,2
04/11/2020,UT,2206,104,18,1
04/12/2020,UT,2338,132,18,0
04/13/2020,UT,2392,54,18,0
04/14/2020,UT,2453,61,20,2
04/15/2020,UT,2637,184,21,1
04/16/2020,UT,2760,123,22,1
04/17/2020,UT,2805,45,23,1
04/18/2020,UT,2946,141,25,2
04/19/2020,UT,3151,205,28,3
04/20/2020,UT,3259,108,32,4
04/21/2020,UT,3369,110,34,2
04/22/2020,UT,3540,171,35,1
04/23/2020,UT,3722,182,38,3
04/24/2020,UT,3782,60,39,1
04/25/2020,UT,3948,166,41,2
04/26/2020,UT,4214,266,41,0
04/27/2020,UT,4307,93,44,3
04/28/2020,UT,4423,116,45,1
04/29/2020,UT,4605,182,46,1
04/30/2020,UT,4753,148,46,0
04/01/2020,MO,1581,254,18,4
04/02/2020,MO,1834,253,19,1
04/03/2020,MO,2113,279,19,0
04/04/2020,MO,2291,178,24,5
04/05/2020,MO,2367,76,34,10
04/06/2020,MO,2722,355,39,5
04/07/2020,MO,3037,315,53,14
04/08/2020,MO,3327,290,58,5
04/09/2020,MO,3539,212,77,19
04/10/2020,MO,3799,260,96,19
04/11/2020,MO,4024,225,109,13
04/12/2020,MO,4160,136,110,1
04/13/2020,MO,4388,228,114,4
04/14/2020,MO,4686,298,133,19
04/15/2020,MO,4895,209,147,14
04/16/2020,MO,5111,216,152,5
04/17/2020,MO,5283,172,165,13
04/18/2020,MO,5517,234,175,10
04/19/2020,MO,5667,150,176,1
04/20/2020,MO,5807,140,177,1
04/21/2020,MO,5941,134,189,12
04/22/2020,MO,6137,196,208,19
04/23/2020,MO,6321,184,218,10
04/24/2020,MO,6625,304,262,44
04/25/2020,MO,6826,201,273,11
04/26/2020,MO,6997,171,274,1
04/27/2020,MO,7171,174,288,14
04/28/2020,MO,7303,132,314,26
04/29/2020,MO,7425,122,318,4
04/30/2020,MO,7562,137,329,11
04/01/2020,DE,368,49,11,1
04/02/2020,DE,393,25,12,1
04/03/2020,DE,450,57,14,2
04/04/2020,DE,593,143,14,0
04/05/2020,DE,673,80,14,0
04/06/2020,DE,783,110,15,1
04/07/2020,DE,928,145,16,1
04/08/2020,DE,1116,188,19,3
04/09/2020,DE,1209,93,23,4
04/10/2020,DE,1326,117,32,9
04/11/2020,DE,1479,153,33,1
04/12/2020,DE,1625,146,35,2
04/13/2020,DE,1761,136,41,6
04/14/2020,DE,1926,165,43,2
04/15/2020,DE,2014,88,46,3
04/16/2020,DE,2075,61,52,6
04/17/2020,DE,2323,248,61,9
04/18/2020,DE,2538,215,67,6
04/19/2020,DE,2745,207,72,5
04/20/2020,DE,2745,0,72,0
04/21/2020,DE,3200,455,89,17
04/22/2020,DE,3308,108,92,3
04/23/2020,DE,3442,134,100,8
04/24/2020,DE,3442,0,100,0
04/25/2020,DE,3576,134,112,12
04/26/2020,DE,4162,586,125,13
04/27/2020,DE,4575,413,137,12
04/28/2020,DE,4655,80,144,7
04/29/2020,DE,4734,79,152,8
04/30/2020,DE,4734,0,152,0
04/01/2020,SD,129,21,2,1
04/02/2020,SD,165,36,2,0
04/03/2020,SD,187,22,2,0
04/04/2020,SD,212,25,2,0
04/05/2020,SD,240,28,2,0
04/06/2020,SD,288,48,4,2
04/07/2020,SD,320,32,6,2
04/08/2020,SD,393,73,6,0
04/09/2020,SD,447,54,6,0
04/10/2020,SD,536,89,6,0
04/11/2020,SD,626,90,6,0
04/12/2020,SD,730,104,6,0
04/13/2020,SD,868,138,6,0
04/14/2020,SD,1168,300,6,0
04/15/2020,SD,1168,0,6,0
04/16/2020,SD,1311,143,7,1
04/17/2020,SD,1411,100,7,0
04/18/2020,SD,1542,131,7,0
04/19/2020,SD,1635,93,7,0
04/20/2020,SD,1685,50,7,0
04/21/2020,SD,1754,69,8,1
04/22/2020,SD,1858,104,9,1
04/23/2020,SD,1956,98,9,0
04/24/2020,SD,2040,84,10,1
04/25/2020,SD,2147,107,10,0
04/26/2020,SD,2212,65,11,1
04/27/2020,SD,2245,33,11,0
04/28/2020,SD,2313,68,11,0
04/29/2020,SD,2373,60,13,2
04/30/2020,SD,2449,76,17,4
04/01/2020,RI,566,46,10,2
04/02/2020,RI,681,115,12,2
04/03/2020,RI,711,30,14,2
04/04/2020,RI,806,95,17,3
04/05/2020,RI,922,116,25,8
04/06/2020,RI,1170,248,27,2
04/07/2020,RI,1414,244,30,3
04/08/2020,RI,1450,36,35,5
04/09/2020,RI,1939,489,47,12
04/10/2020,RI,2015,76,49,2
04/11/2020,RI,2349,334,56,7
04/12/2020,RI,2665,316,63,7
04/13/2020,RI,2976,311,73,10
04/14/2020,RI,3369,393,80,7
04/15/2020,RI,3529,160,87,7
04/16/2020,RI,3969,440,114,27
04/17/2020,RI,4177,208,118,4
04/18/2020,RI,4491,314,137,19
04/19/2020,RI,4706,215,150,13
04/20/2020,RI,5090,384,155,5
04/21/2020,RI,5716,626,181,26
04/22/2020,RI,6012,296,186,5
04/23/2020,RI,6256,244,189,3
04/24/2020,RI,6699,443,202,13
04/25/2020,RI,7129,430,215,13
04/26/2020,RI,7439,310,226,11
04/27/2020,RI,7708,269,233,7
04/28/2020,RI,7926,218,239,6
04/29/2020,RI,8247,321,251,12
04/30/2020,RI,8621,374,266,15
04/01/2020,KS,482,54,10,1
04/02/2020,KS,552,70,13,3
04/03/2020,KS,620,68,17,4
04/04/2020,KS,698,78,21,4
04/05/2020,KS,813,115,23,2
04/06/2020,KS,845,32,25,2
04/07/2020,KS,900,55,27,2
04/08/2020,KS,1076,176,39,12
04/09/2020,KS,1106,30,44,5
04/10/2020,KS,1241,135,52,8
04/11/2020,KS,1279,38,56,4
04/12/2020,KS,1377,98,57,1
04/13/2020,KS,1376,-1,62,5
04/14/2020,KS,1477,101,71,9
04/15/2020,KS,1494,17,76,5
04/16/2020,KS,1588,94,80,4
04/17/2020,KS,1760,172,88,8
04/18/2020,KS,1811,51,88,0
04/19/2020,KS,1849,38,92,4
04/20/2020,KS,1986,137,100,8
04/21/2020,KS,2025,39,107,7
04/22/2020,KS,2211,186,110,3
04/23/2020,KS,2482,271,112,2
04/24/2020,KS,2777,295,111,-1
04/25/2020,KS,3056,279,117,6
04/26/2020,KS,3174,118,118,1
04/27/2020,KS,3328,154,120,2
04/28/2020,KS,3491,163,124,4
04/29/2020,KS,3738,247,125,1
04/30/2020,KS,4238,500,129,4
04/01/2020,NH,415,48,4,1
04/02/2020,NH,479,64,5,1
04/03/2020,NH,540,61,7,2
04/04/2020,NH,621,81,9,2
04/05/2020,NH,669,48,9,0
04/06/2020,NH,715,46,9,0
04/07/2020,NH,747,32,13,4
04/08/2020,NH,788,41,18,5
04/09/2020,NH,819,31,21,3
04/10/2020,NH,885,66,22,1
04/11/2020,NH,929,44,23,1
04/12/2020,NH,985,56,23,0
04/13/2020,NH,1020,35,23,0
04/14/2020,NH,1091,71,27,4
04/15/2020,NH,1139,48,32,5
04/16/2020,NH,1211,72,34,2
04/17/2020,NH,1287,76,37,3
04/18/2020,NH,1342,55,38,1
04/19/2020,NH,1392,50,41,3
04/20/2020,NH,1447,55,42,1
04/21/2020,NH,1491,44,42,0
04/22/2020,NH,1588,97,48,6
04/23/2020,NH,1670,82,51,3
04/24/2020,NH,1720,50,53,2
04/25/2020,NH,1787,67,60,7
04/26/2020,NH,1864,77,60,0
04/27/2020,NH,1938,74,60,0
04/28/2020,NH,2010,72,60,0
04/29/2020,NH,2054,44,66,6
04/30/2020,NH,2146,92,72,6
04/01/2020,ME,344,41,7,2
04/02/2020,ME,376,32,7,0
04/03/2020,ME,432,56,9,2
04/04/2020,ME,456,24,10,1
04/05/2020,ME,470,14,10,0
04/06/2020,ME,499,29,10,0
04/07/2020,ME,519,20,12,2
04/08/2020,ME,537,18,14,2
04/09/2020,ME,560,23,16,2
04/10/2020,ME,583,23,17,1
04/11/2020,ME,616,33,19,2
04/12/2020,ME,633,17,19,0
04/13/2020,ME,698,65,19,0
04/14/2020,ME,734,36,20,1
04/15/2020,ME,770,36,24,4
04/16/2020,ME,796,26,27,3
04/17/2020,ME,827,31,29,2
04/18/2020,ME,847,20,32,3
04/19/2020,ME,867,20,34,2
04/20/2020,ME,875,8,35,1
04/21/2020,ME,888,13,36,1
04/22/2020,ME,907,19,39,3
04/23/2020,ME,937,30,44,5
04/24/2020,ME,965,28,47,3
04/25/2020,ME,990,25,50,3
04/26/2020,ME,1023,33,50,0
04/27/2020,ME,1040,17,51,1
04/28/2020,ME,1056,16,51,0
04/29/2020,ME,1095,39,53,2
04/30/2020,ME,1123,28,55,2
04/01/2020,NC,1584,86,9,1
04/02/2020,NC,1857,273,16,7
04/03/2020,NC,2093,236,19,3
04/04/2020,NC,2402,309,24,5
04/05/2020,NC,2585,183,31,7
04/06/2020,NC,2870,285,33,2
04/07/2020,NC,3221,351,46,13
04/08/2020,NC,3426,205,53,7
04/09/2020,NC,3651,225,65,12
04/10/2020,NC,3908,257,74,9
04/11/2020,NC,4312,404,80,6
04/12/2020,NC,4520,208,81,1
04/13/2020,NC,4816,296,86,5
04/14/2020,NC,5024,208,108,22
04/15/2020,NC,5123,99,117,9
04/16/2020,NC,5465,342,131,14
04/17/2020,NC,5859,394,152,21
04/18/2020,NC,6140,281,164,12
04/19/2020,NC,6493,353,172,8
04/20/2020,NC,6764,271,179,7
04/21/2020,NC,6951,187,213,34
04/22/2020,NC,7220,269,242,29
04/23/2020,NC,7608,388,253,11
04/24/2020,NC,8052,444,269,16
04/25/2020,NC,8623,571,289,20
04/26/2020,NC,8830,207,299,10
04/27/2020,NC,9142,312,306,7
04/28/2020,NC,9568,426,342,36
04/29/2020,NC,9948,380,354,12
04/30/2020,NC,10509,561,378,24
04/01/2020,MT,228,25,5,0
04/02/2020,MT,244,16,5,0
04/03/2020,MT,262,18,5,0
04/04/2020,MT,281,19,6,1
04/05/2020,MT,300,19,6,0
04/06/2020,MT,320,20,6,0
04/07/2020,MT,332,12,6,0
04/08/2020,MT,352,20,6,0
04/09/2020,MT,365,13,6,0
04/10/2020,MT,365,0,6,0
04/11/2020,MT,377,12,6,0
04/12/2020,MT,394,17,6,0
04/13/2020,MT,398,4,7,1
04/14/2020,MT,404,6,7,0
04/15/2020,MT,415,11,7,0
04/16/2020,MT,422,7,8,1
04/17/2020,MT,422,0,8,0
04/18/2020,MT,426,4,10,2
04/19/2020,MT,433,7,10,0
04/20/2020,MT,437,4,12,2
04/21/2020,MT,439,2,13,1
04/22/2020,MT,442,3,14,1
04/23/2020,MT,444,2,14,0
04/24/2020,MT,444,0,14,0
04/25/2020,MT,445,1,14,0
04/26/2020,MT,449,4,14,0
04/27/2020,MT,451,2,16,2
04/28/2020,MT,451,0,15,-1
04/29/2020,MT,451,0,16,1
04/30/2020,MT,453,2,16,0
04/01/2020,DC,586,91,11,2
04/02/2020,DC,653,67,12,1
04/03/2020,DC,757,104,15,3
04/04/2020,DC,902,145,21,6
04/05/2020,DC,998,96,22,1
04/06/2020,DC,1097,99,24,2
04/07/2020,DC,1211,114,24,0
04/08/2020,DC,1440,229,27,3
04/09/2020,DC,1523,83,32,5
04/10/2020,DC,1660,137,38,6
04/11/2020,DC,1778,118,47,9
04/12/2020,DC,1875,97,50,3
04/13/2020,DC,1955,80,52,2
04/14/2020,DC,2058,103,67,15
04/15/2020,DC,2197,139,72,5
04/16/2020,DC,2350,153,81,9
04/17/2020,DC,2476,126,86,5
04/18/2020,DC,2666,190,91,5
04/19/2020,DC,2793,127,96,5
04/20/2020,DC,2927,134,105,9
04/21/2020,DC,3098,171,112,7
04/22/2020,DC,3206,108,127,15
04/23/2020,DC,3361,155,139,12
04/24/2020,DC,3528,167,153,14
04/25/2020,DC,3699,171,165,12
04/26/2020,DC,3841,142,178,13
04/27/2020,DC,3892,51,185,7
04/28/2020,DC,3994,102,190,5
04/29/2020,DC,4106,112,205,15
04/30/2020,DC,4323,217,224,19
04/01/2020,AK,143,10,3,0
04/02/2020,AK,147,4,3,0
04/03/2020,AK,157,10,3,0
04/04/2020,AK,171,14,5,2
04/05/2020,AK,185,14,6,1
04/06/2020,AK,191,6,6,0
04/07/2020,AK,213,22,6,0
04/08/2020,AK,226,13,7,1
04/09/2020,AK,235,9,7,0
04/10/2020,AK,246,11,7,0
04/11/2020,AK,257,11,8,1
04/12/2020,AK,272,15,8,0
04/13/2020,AK,277,5,8,0
04/14/2020,AK,285,8,9,1
04/15/2020,AK,293,8,9,0
04/16/2020,AK,300,7,9,0
04/17/2020,AK,309,9,9,0
04/18/2020,AK,314,5,9,0
04/19/2020,AK,319,5,9,0
04/20/2020,AK,321,2,9,0
04/21/2020,AK,329,8,9,0
04/22/2020,AK,335,6,9,0
04/23/2020,AK,337,2,9,0
04/24/2020,AK,339,2,9,0
04/25/2020,AK,339,0,9,0
04/26/2020,AK,341,2,9,0
04/27/2020,AK,345,4,9,0
04/28/2020,AK,351,6,9,0
04/29/2020,AK,355,4,9,0
04/30/2020,AK,355,0,9,0
04/01/2020,HI,311,28,1,0
04/02/2020,HI,350,39,2,1
04/03/2020,HI,373,23,3,1
04/04/2020,HI,388,15,4,1
04/05/2020,HI,406,18,4,0
04/06/2020,HI,428,22,5,1
04/07/2020,HI,449,21,5,0
04/08/2020,HI,458,9,5,0
04/09/2020,HI,469,11,6,1
04/10/2020,HI,489,20,8,2
04/11/2020,HI,503,14,9,1
04/12/2020,HI,507,4,9,0
04/13/2020,HI,513,6,9,0
04/14/2020,HI,524,11,9,0
04/15/2020,HI,535,11,9,0
04/16/2020,HI,544,9,9,0
04/17/2020,HI,564,20,9,0
04/18/2020,HI,572,8,9,0
04/19/2020,HI,576,4,10,1
04/20/2020,HI,578,2,10,0
04/21/2020,HI,584,6,12,2
04/22/2020,HI,589,5,12,0
04/23/2020,HI,592,3,12,0
04/24/2020,HI,594,2,13,1
04/25/2020,HI,596,2,14,1
04/26/2020,HI,597,1,14,0
04/27/2020,HI,598,1,16,2
04/28/2020,HI,602,4,16,0
04/29/2020,HI,606,4,16,0
04/30/2020,HI,607,1,16,0
04/01/2020,GU,77,6,3,1
04/02/2020,GU,82,5,3,0
04/03/2020,GU,84,2,4,1
04/04/2020,GU,93,9,4,0
04/05/2020,GU,110,17,4,0
04/06/2020,GU,111,1,4,0
04/07/2020,GU,122,11,4,0
04/08/2020,GU,123,1,4,0
04/09/2020,GU,128,5,4,0
04/10/2020,GU,130,2,4,0
04/11/2020,GU,133,3,5,1
04/12/2020,GU,133,0,5,0
04/13/2020,GU,135,2,5,0
04/14/2020,GU,135,0,5,0
04/15/2020,GU,135,0,5,0
04/16/2020,GU,135,0,5,0
04/17/2020,GU,136,1,5,0
04/18/2020,GU,136,0,5,0
04/19/2020,GU,136,0,5,0
04/20/2020,GU,136,0,5,0
04/21/2020,GU,136,0,5,0
04/22/2020,GU,138,2,5,0
04/23/2020,GU,140,2,5,0
04/24/2020,GU,141,1,5,0
04/25/2020,GU,141,0,5,0
04/26/2020,GU,142,1,5,0
04/27/2020,GU,144,2,5,0
04/28/2020,GU,145,1,5,0
04/29/2020,GU,145,0,5,0
04/30/2020,GU,146,1,5,0
04/01/2020,VT,321,28,16,3
04/02/2020,VT,338,17,17,1
04/03/2020,VT,389,51,17,0
04/04/2020,VT,461,72,20,3
04/05/2020,VT,512,51,22,2
04/06/2020,VT,543,31,23,1
04/07/2020,VT,575,32,23,0
04/08/2020,VT,605,30,23,0
04/09/2020,VT,628,23,23,0
04/10/2020,VT,679,51,24,1
04/11/2020,VT,711,32,25,1
04/12/2020,VT,727,16,27,2
04/13/2020,VT,748,21,28,1
04/14/2020,VT,750,2,29,1
04/15/2020,VT,759,9,30,1
04/16/2020,VT,768,9,35,5
04/17/2020,VT,779,11,35,0
04/18/2020,VT,803,24,38,3
04/19/2020,VT,812,9,38,0
04/20/2020,VT,816,4,38,0
04/21/2020,VT,818,2,40,2
04/22/2020,VT,823,5,40,0
04/23/2020,VT,825,2,43,3
04/24/2020,VT,827,2,44,1
04/25/2020,VT,843,16,46,2
04/26/2020,VT,851,8,46,0
04/27/2020,VT,855,4,47,1
04/28/2020,VT,862,7,47,0
04/29/2020,VT,862,0,47,0
04/30/2020,VT,866,4,49,2
04/01/2020,VI,30,0,0,0
04/02/2020,VI,37,7,0,0
04/03/2020,VI,40,3,0,0
04/04/2020,VI,42,2,0,0
04/05/2020,VI,42,0,1,1
04/06/2020,VI,43,1,1,0
04/07/2020,VI,45,2,1,0
04/08/2020,VI,45,0,1,0
04/09/2020,VI,50,5,1,0
04/10/2020,VI,50,0,1,0
04/11/2020,VI,51,1,1,0
04/12/2020,VI,51,0,1,0
04/13/2020,VI,51,0,1,0
04/14/2020,VI,51,0,1,0
04/15/2020,VI,51,0,1,0
04/16/2020,VI,53,2,1,0
04/17/2020,VI,54,1,2,1
04/18/2020,VI,54,0,3,1
04/19/2020,VI,53,-1,3,0
04/20/2020,VI,54,1,3,0
04/21/2020,VI,54,0,3,0
04/22/2020,VI,54,0,3,0
04/23/2020,VI,54,0,3,0
04/24/2020,VI,54,0,3,0
04/25/2020,VI,55,1,3,0
04/26/2020,VI,57,2,4,1
04/27/2020,VI,59,2,4,0
04/28/2020,VI,59,0,4,0
04/29/2020,VI,66,7,4,0
04/30/2020,VI,66,0,4,0
04/01/2020,MP,8,6,0,0
04/02/2020,MP,8,0,0,0
04/03/2020,MP,8,0,1,1
04/04/2020,MP,8,0,1,0
04/05/2020,MP,8,0,0,-1
04/06/2020,MP,8,0,0,0
04/07/2020,MP,8,0,0,0
04/08/2020,MP,11,3,2,2
04/09/2020,MP,11,0,2,0
04/10/2020,MP,11,0,2,0
04/11/2020,MP,11,0,2,0
04/12/2020,MP,11,0,2,0
04/13/2020,MP,11,0,2,0
04/14/2020,MP,13,2,2,0
04/15/2020,MP,13,0,2,0
04/16/2020,MP,13,0,2,0
04/17/2020,MP,14,1,2,0
04/18/2020,MP,14,0,2,0
04/19/2020,MP,14,0,2,0
04/20/2020,MP,14,0,0,-2
04/21/2020,MP,14,0,2,2
04/22/2020,MP,14,0,2,0
04/23/2020,MP,14,0,2,0
04/24/2020,MP,14,0,2,0
04/25/2020,MP,14,0,2,0
04/26/2020,MP,14,0,2,0
04/27/2020,MP,14,0,2,0
04/28/2020,MP,14,0,2,0
04/29/2020,MP,14,0,2,0
04/30/2020,MP,14,0,2,0
04/01/2020,FSM,0,0,0,0
04/02/2020,FSM,0,0,0,0
04/03/2020,FSM,0,0,0,0
04/04/2020,FSM,0,0,0,0
04/05/2020,FSM,0,0,0,0
04/06/2020,FSM,0,0,0,0
04/07/2020,FSM,0,0,0,0
04/08/2020,FSM,0,0,0,0
04/09/2020,FSM,0,0,0,0
04/10/2020,FSM,0,0,0,0
04/11/2020,FSM,0,0,0,0
04/12/2020,FSM,0,0,0,0
04/13/2020,FSM,0,0,0,0
04/14/2020,FSM,0,0,0,0
04/15/2020,FSM,0,0,0,0
04/16/2020,FSM,0,0,0,0
04/17/2020,FSM,0,0,0,0
04/18/2020,FSM,0,0,0,0
04/19/2020,FSM,0,0,0,0
04/20/2020,FSM,0,0,0,0
04/21/2020,FSM,0,0,0,0
04/22/2020,FSM,0,0,0,0
04/23/2020,FSM,0,0,0,0
04/24/2020,FSM,0,0,0,0
04/25/2020,FSM,0,0,0,0
04/26/2020,FSM,0,0,0,0
04/27/2020,FSM,0,0,0,0
04/28/2020,FSM,0,0,0,0
04/29/2020,FSM,0,0,0,0
04/30/2020,FSM,0,0,0,0
04/01/2020,PW,0,0,0,0
