date,tot_cases,new_case,tot_death,new_death,State,population_estimate,state_abbreviation,normalized_tot_cases,normalized_new_case,normalized_tot_death,normalized_new_death,short_date
04/18/2020,1287,149,28,4,Nebraska,1952570,NE,0.6591312987498528,0.07630968415985086,0.014340074875676671,0.0020485821250966676,18
04/24/2020,2421,297,50,3,Nebraska,1952570,NE,1.239904331214758,0.15210722278842756,0.025607276563708342,0.0015364365938225007,24
04/11/2020,704,56,17,0,Nebraska,1952570,NE,0.3605504540170135,0.028680149751353343,0.008706474031660838,0.0,11
04/19/2020,1474,187,28,0,Nebraska,1952570,NE,0.754902513098122,0.0957712143482692,0.014340074875676671,0.0,19
04/02/2020,255,41,5,1,Nebraska,1952570,NE,0.13059711047491254,0.02099796678224084,0.002560727656370834,0.0005121455312741669,2
04/13/2020,871,57,18,1,Nebraska,1952570,NE,0.4460787577397993,0.02919229528262751,0.009218619562935003,0.0005121455312741669,13
04/21/2020,1722,74,38,5,Nebraska,1952570,NE,0.8819146048541154,0.03789876931428835,0.01946153018841834,0.002560727656370834,21
04/08/2020,523,45,14,4,Nebraska,1952570,NE,0.26785211285638927,0.02304654890733751,0.007170037437838336,0.0020485821250966676,8
04/06/2020,412,45,8,0,Nebraska,1952570,NE,0.21100395888495677,0.02304654890733751,0.004097164250193335,0.0,6
04/03/2020,285,30,6,1,Nebraska,1952570,NE,0.14596147641313753,0.015364365938225004,0.0030728731876450014,0.0005121455312741669,3
04/16/2020,1066,114,24,3,Nebraska,1952570,NE,0.5459471363382619,0.05838459056525502,0.012291492750580005,0.0015364365938225007,16
04/07/2020,478,66,10,2,Nebraska,1952570,NE,0.24480556394905176,0.03380160506409501,0.005121455312741668,0.0010242910625483338,7
04/09/2020,577,54,15,1,Nebraska,1952570,NE,0.29550797154519426,0.02765585868880501,0.007682182969112502,0.0005121455312741669,9
04/04/2020,323,38,8,2,Nebraska,1952570,NE,0.1654230066015559,0.01946153018841834,0.004097164250193335,0.0010242910625483338,4
04/25/2020,2732,311,53,3,Nebraska,1952570,NE,1.399181591441024,0.1592772602262659,0.027143713157530842,0.0015364365938225007,25
04/10/2020,648,71,17,2,Nebraska,1952570,NE,0.33187030426566017,0.036362332720465844,0.008706474031660838,0.0010242910625483338,10
04/28/2020,3374,16,55,0,Nebraska,1952570,NE,1.727979022519039,0.00819432850038667,0.028168004220079177,0.0,28
04/27/2020,3358,330,55,-1,Nebraska,1952570,NE,1.7197846940186523,0.16900802532047507,0.028168004220079177,-0.0005121455312741669,27
04/05/2020,367,44,8,0,Nebraska,1952570,NE,0.18795740997761926,0.022534403376063345,0.004097164250193335,0.0,5
04/30/2020,4281,497,70,2,Nebraska,1952570,NE,2.192495019384708,0.25453632904326096,0.03585018718919168,0.0010242910625483338,30
04/17/2020,1138,72,24,0,Nebraska,1952570,NE,0.5828216145900019,0.03687447825174001,0.012291492750580005,0.0,17
04/15/2020,952,51,21,1,Nebraska,1952570,NE,0.48756254577300684,0.02611942209498251,0.010755056156757503,0.0005121455312741669,15
04/01/2020,214,37,4,1,Nebraska,1952570,NE,0.10959914369267171,0.018949384657144176,0.0020485821250966676,0.0005121455312741669,1
04/23/2020,2124,311,47,5,Nebraska,1952570,NE,1.0877971084263303,0.1592772602262659,0.024070839969885842,0.002560727656370834,23
04/14/2020,901,30,20,2,Nebraska,1952570,NE,0.4614431236780243,0.015364365938225004,0.010242910625483336,0.0010242910625483338,14
04/20/2020,1648,174,33,5,Nebraska,1952570,NE,0.8440158355398271,0.08911332244170503,0.016900802532047506,0.002560727656370834,20
04/16/2020,3931,275,109,2,South Carolina,5210095,SC,0.7544967990027054,0.052782146966610016,0.020920923706765425,0.00038387015975716374,16
04/18/2020,4246,160,119,3,South Carolina,5210095,SC,0.8149563491644587,0.030709612780573096,0.022840274505551244,0.0005758052396357456,18
04/17/2020,4086,155,116,7,South Carolina,5210095,SC,0.7842467363838855,0.029749937381180192,0.022264469265915496,0.001343545559150073,17
04/04/2020,1917,217,40,6,South Carolina,5210095,SC,0.36793954812724144,0.04164991233365226,0.007677403195143274,0.0011516104792714912,4
04/27/2020,5613,123,177,3,South Carolina,5210095,SC,1.07733160335848,0.02360801482506557,0.03397250913850899,0.0005758052396357456,27
04/07/2020,2417,185,51,3,South Carolina,5210095,SC,0.46390708806653236,0.03550798977753764,0.009788689073807677,0.0005758052396357456,7
04/12/2020,3319,112,82,2,South Carolina,5210095,SC,0.6370325301170132,0.02149672894640117,0.015738676550043715,0.00038387015975716374,12
04/24/2020,5070,153,157,7,South Carolina,5210095,SC,0.9731108549844101,0.029366067221423025,0.030133807540937353,0.001343545559150073,24
04/21/2020,4608,169,135,11,South Carolina,5210095,SC,0.8844368480805053,0.03243702849948034,0.025911235783608554,0.0021112858786644004,21
04/03/2020,1700,146,34,3,South Carolina,5210095,SC,0.32628963579358916,0.028022521662272953,0.006525792715871784,0.0005758052396357456,3
04/10/2020,3065,273,72,5,South Carolina,5210095,SC,0.5882810198278534,0.05239827680685285,0.013819325751257895,0.0009596753993929093,10
04/15/2020,3656,103,107,10,South Carolina,5210095,SC,0.7017146520360954,0.019769313227493934,0.02053705354700826,0.0019193507987858185,15
04/06/2020,2232,183,48,4,South Carolina,5210095,SC,0.4283990982889947,0.03512411961778048,0.00921288383417193,0.0007677403195143275,6
04/05/2020,2049,132,44,4,South Carolina,5210095,SC,0.39327497867121425,0.025335430543972807,0.008445143514657602,0.0007677403195143275,5
04/23/2020,4917,156,150,10,South Carolina,5210095,SC,0.9437447877629871,0.029941872461058772,0.02879026198178728,0.0019193507987858185,23
04/13/2020,3439,120,87,5,South Carolina,5210095,SC,0.6600647397024431,0.023032209585429824,0.016698351949436623,0.0009596753993929093,13
04/22/2020,4761,153,140,5,South Carolina,5210095,SC,0.9138029153019283,0.029366067221423025,0.026870911183001462,0.0009596753993929093,22
04/29/2020,5881,146,203,11,South Carolina,5210095,SC,1.12877020476594,0.028022521662272953,0.03896282121535212,0.0021112858786644004,29
04/19/2020,4377,131,120,1,South Carolina,5210095,SC,0.8400998446285528,0.025143495464094223,0.023032209585429824,0.00019193507987858187,19
04/14/2020,3553,114,97,10,South Carolina,5210095,SC,0.6819453388086014,0.021880599106158333,0.018617702748222442,0.0019193507987858185,14
04/20/2020,4439,62,124,4,South Carolina,5210095,SC,0.8519998195810249,0.011899974952472076,0.02379994990494415,0.0007677403195143275,20
04/28/2020,5735,122,192,15,South Carolina,5210095,SC,1.1007476831036669,0.023416079745186988,0.03685153533668772,0.002879026198178728,28
04/25/2020,5253,183,166,9,South Carolina,5210095,SC,1.0082349746021906,0.03512411961778048,0.03186122325984459,0.0017274157189072368,25
04/30/2020,6095,214,244,41,South Carolina,5210095,SC,1.1698443118599564,0.04107410709401652,0.046832159490373976,0.007869338275021858,30
04/01/2020,1293,210,26,4,South Carolina,5210095,SC,0.24817205828300637,0.040306366774502195,0.0049903120768431284,0.0007677403195143275,1
04/08/2020,2552,135,63,12,South Carolina,5210095,SC,0.48981832385014096,0.025911235783608554,0.012091910032350658,0.0023032209585429823,8
04/09/2020,2792,240,67,4,South Carolina,5210095,SC,0.5358827430210005,0.04606441917085965,0.012859650351864985,0.0007677403195143275,9
04/02/2020,1554,261,31,5,South Carolina,5210095,SC,0.29826711413131624,0.05009505584830987,0.005949987476236038,0.0009596753993929093,2
04/11/2020,3207,142,80,8,South Carolina,5210095,SC,0.615535801170612,0.027254781342758626,0.015354806390286548,0.001535480639028655,11
04/26/2020,5490,237,174,8,South Carolina,5210095,SC,1.0537235885334144,0.0454886139312239,0.033396703898873246,0.001535480639028655,26
04/03/2020,45704,5132,508,113,New York,19440469,NY,2.3509720881733873,0.2639854007637367,0.026131056817610725,0.005812616969271677,3
04/23/2020,117605,2821,4407,147,New York,19440469,NY,6.049493970541555,0.14510966787889737,0.22669206180159543,0.007561545968875545,23
04/14/2020,91743,3475,2882,221,New York,19440469,NY,4.719176270901695,0.17875083157716,0.1482474522605396,0.01136803849742514,14
04/15/2020,95477,3734,3081,199,New York,19440469,NY,4.9112498263287785,0.19207355542708357,0.1584838308170446,0.010236378556504989,15
04/01/2020,36273,3617,275,64,New York,19440469,NY,1.8658500471362085,0.1860551821049173,0.01414574926150187,0.0032921016463131627,1
04/28/2020,132768,1261,5060,113,New York,19440469,NY,6.829464865276655,0.06486469025001403,0.2602817864116344,0.005812616969271677,28
04/25/2020,127030,5913,4715,163,New York,19440469,NY,6.534307377049391,0.304159328666402,0.2425353009744775,0.008384571380453835,25
04/07/2020,61897,-10427,1378,-1824,New York,19440469,NY,3.183925243778841,-0.5363553729079272,0.07088306357218029,-0.09382489691992513,7
04/17/2020,102290,3152,3560,313,New York,19440469,NY,5.261704334396459,0.16213600608092327,0.18312315407616966,0.016100434614000313,17
04/30/2020,136894,2044,5345,175,New York,19440469,NY,7.041702543287408,0.10514149632912663,0.2749419265553727,0.009001840439137553,30
04/20/2020,110706,2356,3940,153,New York,19440469,NY,5.69461570088664,0.1211904918549033,0.20267000760115406,0.007870180498217404,20
04/26/2020,129787,2757,4831,116,New York,19440469,NY,6.676124943281976,0.1418175662325842,0.24850223520842013,0.005966934233942608,26
04/04/2020,50398,4694,566,58,New York,19440469,NY,2.5924271682951683,0.24145508012178102,0.029114523934582033,0.002983467116971304,4
04/08/2020,67513,5616,1545,167,New York,19440469,NY,3.472807163242821,0.28888191946398,0.07947339130552869,0.008590327733348408,8
04/06/2020,72324,17844,3202,2185,New York,19440469,NY,3.720280616686768,0.9178790902626887,0.16470796049210543,0.11239440776866032,6
04/22/2020,114784,2419,4260,153,New York,19440469,NY,5.904384302662657,0.12443115441299282,0.2191305158327199,0.007870180498217404,22
04/02/2020,40572,4299,395,120,New York,19440469,NY,2.0869866874096505,0.22113664027344196,0.02031843984833905,0.00617269058683718,2
04/16/2020,99138,3661,3247,166,New York,19440469,NY,5.099568328315536,0.18831850198675762,0.16702271946216934,0.008538888645124764,16
04/29/2020,134850,2082,5170,110,New York,19440469,NY,6.936561046958281,0.10709618168162507,0.26594008611623515,0.005658299704600748,29
04/19/2020,108350,2802,3787,225,New York,19440469,NY,5.573425209031737,0.14413232520264815,0.19479982710293664,0.011573794850319712,19
04/27/2020,131507,1720,4947,116,New York,19440469,NY,6.764600175026642,0.08847523174466625,0.2544691694423627,0.005966934233942608,27
04/11/2020,82150,4022,2260,236,New York,19440469,NY,4.225721097572286,0.2068880128354928,0.11625233938543354,0.012139624820779786,11
04/10/2020,78128,5218,2024,237,New York,19440469,NY,4.0188330847367935,0.26840916235097,0.10411271456465376,0.012191063909003428,10
04/18/2020,105548,3258,3562,2,New York,19440469,NY,5.429292883829088,0.1675885494326294,0.18322603225261697,0.00010287817644728633,18
04/13/2020,88268,2782,2661,218,New York,19440469,NY,4.540425439324535,0.1431035434381753,0.13687941376311447,0.01121372123275421,13
04/21/2020,112365,1659,4107,167,New York,19440469,NY,5.779953148249664,0.08533744736302401,0.21126033533450247,0.008590327733348408,21
04/24/2020,121117,3512,4552,145,New York,19440469,NY,6.230148048382989,0.1806540778414348,0.23415072959402367,0.007458667792428259,24
04/05/2020,54480,4082,1017,451,New York,19440469,NY,2.8024015264240796,0.2099743581289114,0.052313552723445095,0.02319902878886307,5
04/09/2020,72910,5397,1787,242,New York,19440469,NY,3.7504239223858233,0.27761675914300216,0.09192165065565033,0.012448259350121645,9
04/12/2020,85486,3336,2443,183,New York,19440469,NY,4.39732189588636,0.1716007983140736,0.12566569253036025,0.009413353144926698,12
04/15/2020,2263,54,123,15,Oklahoma,3954821,OK,0.572213002813528,0.013654221012784145,0.031101281195786104,0.003792839170217818,15
04/13/2020,2069,99,99,3,Oklahoma,3954821,OK,0.5231589495453777,0.025032738523437594,0.025032738523437594,0.0007585678340435635,13
04/07/2020,1472,145,67,16,Oklahoma,3954821,OK,0.3722039505707085,0.036664111978772236,0.016941348293639583,0.0040456951148990054,7
04/25/2020,3193,72,194,6,Oklahoma,3954821,OK,0.8073690313670329,0.018205628017045526,0.04905405326815045,0.001517135668087127,25
04/08/2020,1524,52,79,12,Oklahoma,3954821,OK,0.3853524596941303,0.013148509123421769,0.01997561962981384,0.003034271336174254,8
04/22/2020,2894,87,170,6,Oklahoma,3954821,OK,0.7317651039073576,0.021998467187263344,0.04298551059580193,0.001517135668087127,22
04/09/2020,1684,160,80,1,Oklahoma,3954821,OK,0.42580941084312035,0.040456951148990054,0.020228475574495027,0.00025285594468118784,9
04/23/2020,3017,123,179,9,Oklahoma,3954821,OK,0.7628663851031438,0.031101281195786104,0.04526121409793263,0.0022757035021306908,23
04/17/2020,2465,106,136,5,Oklahoma,3954821,OK,0.623289903639128,0.02680273013620591,0.03438840847664155,0.0012642797234059392,17
04/16/2020,2359,96,131,8,Oklahoma,3954821,OK,0.5964871735029221,0.024274170689394033,0.03312412875323561,0.0020228475574495027,16
04/28/2020,3410,130,207,10,Oklahoma,3954821,OK,0.8622387713628505,0.03287127280855442,0.05234118054900588,0.0025285594468118784,28
04/20/2020,2680,81,143,3,Oklahoma,3954821,OK,0.6776539317455834,0.020481331519176214,0.03615840008940986,0.0007585678340435635,20
04/24/2020,3121,104,188,9,Oklahoma,3954821,OK,0.7891634033499872,0.026297018246843537,0.047536917600063316,0.0022757035021306908,24
04/05/2020,1250,91,46,4,Oklahoma,3954821,OK,0.3160699308514848,0.023009890965988093,0.01163137345533464,0.0010114237787247514,5
04/10/2020,1794,110,88,8,Oklahoma,3954821,OK,0.453623564758051,0.027814153914930664,0.022251323131944528,0.0020228475574495027,10
04/19/2020,2599,29,140,1,Oklahoma,3954821,OK,0.6571726002264072,0.007332822395754448,0.0353998322553663,0.00025285594468118784,19
04/06/2020,1327,77,51,5,Oklahoma,3954821,OK,0.33553983859193626,0.019469907740451462,0.01289565317874058,0.0012642797234059392,6
04/27/2020,3280,27,197,2,Oklahoma,3954821,OK,0.8293674985542961,0.006827110506392072,0.049812621102194005,0.0005057118893623757,27
04/12/2020,1970,102,96,2,Oklahoma,3954821,OK,0.49812621102194005,0.02579130635748116,0.024274170689394033,0.0005057118893623757,12
04/03/2020,988,109,38,4,Oklahoma,3954821,OK,0.2498216733450136,0.027561297970249476,0.009608525897885137,0.0010114237787247514,3
04/04/2020,1159,171,42,4,Oklahoma,3954821,OK,0.29306003988549667,0.043238366540483124,0.01061994967660989,0.0010114237787247514,4
04/01/2020,719,154,30,7,Oklahoma,3954821,OK,0.18180342422577406,0.038939815480902924,0.007585678340435636,0.0017699916127683149,1
04/02/2020,879,160,34,4,Oklahoma,3954821,OK,0.22226037537476412,0.040456951148990054,0.008597102119160387,0.0010114237787247514,2
04/21/2020,2807,127,164,21,Oklahoma,3954821,OK,0.7097666367200943,0.03211270497451085,0.04146837492771481,0.005309974838304945,21
04/30/2020,3618,145,222,8,Oklahoma,3954821,OK,0.9148328078565376,0.036664111978772236,0.0561340197192237,0.0020228475574495027,30
04/14/2020,2209,140,108,9,Oklahoma,3954821,OK,0.5585587818007439,0.0353998322553663,0.02730844202556829,0.0022757035021306908,14
04/26/2020,3253,60,195,1,Oklahoma,3954821,OK,0.8225403880479041,0.015171356680871271,0.04930690921283163,0.00025285594468118784,26
04/18/2020,2570,105,139,3,Oklahoma,3954821,OK,0.6498397778306528,0.026549874191524724,0.03514697631068511,0.0007585678340435635,18
04/29/2020,3473,63,214,7,Oklahoma,3954821,OK,0.8781686958777654,0.015929924514914835,0.0541111721617742,0.0017699916127683149,29
04/11/2020,1868,74,94,6,Oklahoma,3954821,OK,0.4723349046644589,0.0187113399064079,0.023768458800031658,0.001517135668087127,11
04/30/2020,5007,109,252,15,Nevada,3139658,NV,1.5947596840165394,0.03471715709163227,0.0802635191476269,0.004777590425453983,30
04/13/2020,2971,135,120,6,Nevada,3139658,NV,0.9462814102682522,0.042998313829085845,0.03822072340363186,0.001911036170181593,13
04/27/2020,4690,88,213,0,Nevada,3139658,NV,1.4937932730252785,0.028028530495996698,0.06784178404144656,0.0,27
04/25/2020,4539,141,206,3,Nevada,3139658,NV,1.4456988627423752,0.044909349999267434,0.06561224184290136,0.0009555180850907965,25
04/29/2020,4898,86,237,5,Nevada,3139658,NV,1.5600425269249072,0.0273915184392695,0.07548592872217293,0.0015925301418179942,29
04/18/2020,3626,102,155,4,Nevada,3139658,NV,1.1549028588464094,0.03248761489308708,0.04936843439635782,0.0012740241134543953,18
04/19/2020,3728,102,157,2,Nevada,3139658,NV,1.1873904737394965,0.03248761489308708,0.050005446453085016,0.0006370120567271977,19
04/20/2020,3830,102,164,7,Nevada,3139658,NV,1.2198780886325835,0.03248761489308708,0.05223498865163021,0.0022295421985451917,20
04/23/2020,4208,127,197,18,Nevada,3139658,NV,1.340273367354024,0.04045026560217705,0.06274568758762897,0.005733108510544779,23
04/17/2020,3524,203,151,9,Nevada,3139658,NV,1.1224152439533222,0.06465672375781056,0.04809441028290343,0.0028665542552723895,17
04/26/2020,4602,63,213,7,Nevada,3139658,NV,1.465764742529282,0.020065879786906726,0.06784178404144656,0.0022295421985451917,26
04/21/2020,3937,107,170,6,Nevada,3139658,NV,1.2539582336674886,0.03408014503490508,0.0541460248218118,0.001911036170181593,21
04/10/2020,2584,128,102,17,Nevada,3139658,NV,0.8230195772915394,0.04076877163054065,0.03248761489308708,0.0054146024821811805,10
04/15/2020,3211,123,137,7,Nevada,3139658,NV,1.0227228570755158,0.03917624148872265,0.043635325885813044,0.0022295421985451917,15
04/12/2020,2836,136,114,2,Nevada,3139658,NV,0.9032830964391663,0.043316819857449444,0.036309687233450266,0.0006370120567271977,12
04/08/2020,2318,231,80,9,Nevada,3139658,NV,0.7382969737468221,0.07357489255199133,0.025480482269087907,0.0028665542552723895,8
04/02/2020,1458,179,38,6,Nevada,3139658,NV,0.4643817893541271,0.057012579077084194,0.012103229077816757,0.001911036170181593,2
04/09/2020,2456,138,85,5,Nevada,3139658,NV,0.7822508056609987,0.043953831914176636,0.0270730124109059,0.0015925301418179942,9
04/24/2020,4398,190,203,6,Nevada,3139658,NV,1.4007895127431076,0.06051614538908377,0.06465672375781056,0.001911036170181593,24
04/01/2020,1279,166,32,6,Nevada,3139658,NV,0.4073692102770429,0.05287200070835741,0.010192192907635162,0.001911036170181593,1
04/22/2020,4081,144,179,9,Nevada,3139658,NV,1.299823101751847,0.04586486808435823,0.057012579077084194,0.0028665542552723895,22
04/11/2020,2700,116,112,10,Nevada,3139658,NV,0.8599662765817169,0.036946699290177465,0.03567267517672307,0.0031850602836359884,11
04/07/2020,2087,134,71,13,Nevada,3139658,NV,0.6647220811948308,0.042679807800722246,0.022613928013815517,0.004140578368726785,7
04/04/2020,1742,228,45,2,Nevada,3139658,NV,0.5548375014093891,0.07261937446690053,0.014332771276361948,0.0006370120567271977,4
04/05/2020,1836,94,46,1,Nevada,3139658,NV,0.5847770680755675,0.02993956666617829,0.014651277304725546,0.0003185060283635988,5
04/03/2020,1514,56,43,5,Nevada,3139658,NV,0.48221812694248867,0.017836337588361534,0.01369575921963475,0.0015925301418179942,3
04/16/2020,3321,110,142,5,Nevada,3139658,NV,1.0577585201955118,0.03503566311999587,0.04522785602763103,0.0015925301418179942,16
04/06/2020,1953,117,58,12,Nevada,3139658,NV,0.6220422733941086,0.037265205318541064,0.018473349645088732,0.003822072340363186,6
04/28/2020,4812,122,232,19,Nevada,3139658,NV,1.5326510084856377,0.03885773546035906,0.07389339858035493,0.006051614538908378,28
04/14/2020,3088,117,130,10,Nevada,3139658,NV,0.9835466155867932,0.037265205318541064,0.041405783687267855,0.0031850602836359884,14
04/24/2020,38652,1599,1492,71,Pennsylvania,12820878,PA,3.014770127287694,0.12471844751974083,0.11637268524043361,0.005537842260101063,24
04/03/2020,8421,1405,102,12,Pennsylvania,12820878,PA,0.6568192911593106,0.10958687852735202,0.007955773387750824,0.000935973339735391,3
04/21/2020,34528,1296,1564,360,Pennsylvania,12820878,PA,2.693107289531965,0.10108512069142223,0.12198852527884596,0.02807920019206173,21
04/07/2020,14559,1579,240,78,Pennsylvania,12820878,PA,1.135569654433963,0.12315849195351519,0.018719466794707817,0.006083826708280041,7
04/06/2020,12980,1470,162,12,Pennsylvania,12820878,PA,1.012411162480448,0.1146567341175854,0.012635640086427778,0.000935973339735391,6
04/12/2020,22833,1177,507,13,Pennsylvania,12820878,PA,1.7809232721815151,0.0918033850723796,0.03954487360382027,0.0010139711180466736,12
04/09/2020,18228,1989,338,28,Pennsylvania,12820878,PA,1.4217435030580587,0.15513758106114106,0.02636324906921351,0.002183937792715912,9
04/04/2020,10017,1596,136,34,Pennsylvania,12820878,PA,0.7813037453441176,0.12448445418480698,0.01060769785033443,0.0026519244625836077,4
04/22/2020,35684,1156,1622,58,Pennsylvania,12820878,PA,2.7832727212598076,0.09016543172784267,0.12651239642090034,0.00452387114205439,22
04/30/2020,45763,1397,2292,97,Pennsylvania,12820878,PA,3.5694123288592245,0.10896289630086177,0.17877090788945968,0.00756578449619441,30
04/18/2020,31070,1628,836,80,Pennsylvania,12820878,PA,2.42339097213155,0.12698038309076803,0.06520614266823223,0.006239822264902606,18
04/17/2020,29442,1707,756,49,Pennsylvania,12820878,PA,2.2964105890407818,0.13314220757735937,0.05896632040332963,0.0038218911372528462,17
04/25/2020,40049,1397,1537,45,Pennsylvania,12820878,PA,3.123733023588556,0.10896289630086177,0.11988258526444133,0.003509900024007716,25
04/10/2020,19980,1752,416,78,Pennsylvania,12820878,PA,1.558395610659426,0.13665210760136706,0.032447075777493554,0.006083826708280041,10
04/13/2020,24199,1366,524,17,Pennsylvania,12820878,PA,1.8874682373547271,0.106544965173212,0.04087083583511207,0.0013259622312918038,13
04/20/2020,33232,948,1204,92,Pennsylvania,12820878,PA,2.592022168840543,0.07394189383909588,0.09390932508678423,0.007175795604637997,20
04/02/2020,7016,1211,90,16,Pennsylvania,12820878,PA,0.5472324126319585,0.0944553095349632,0.007019800048015432,0.0012479644529805212,2
04/26/2020,41165,1116,1550,13,Pennsylvania,12820878,PA,3.2107785441839476,0.08704552059539136,0.120896556382488,0.0010139711180466736,26
04/11/2020,21656,1676,494,78,Pennsylvania,12820878,PA,1.6891198871091355,0.13072427644970963,0.0385309024857736,0.006083826708280041,11
04/19/2020,32284,1214,1112,276,Pennsylvania,12820878,PA,2.518080275001447,0.09468930286989705,0.08673352948214623,0.02152738681391399,19
04/27/2020,42050,885,1597,47,Pennsylvania,12820878,PA,3.2798065779894325,0.06902803380548508,0.12456245196311828,0.0036658955806302814,27
04/23/2020,37053,1369,1421,-201,Pennsylvania,12820878,PA,2.8900516797679536,0.10677895850814587,0.11083484298033255,-0.015677553440567798,23
04/01/2020,5805,962,74,11,Pennsylvania,12820878,PA,0.45277710309699537,0.07503386273545384,0.0057718355950349114,0.0008579755614241083,1
04/16/2020,27735,1245,707,60,Pennsylvania,12820878,PA,2.163268381463422,0.09710723399754682,0.05514442926607679,0.004679866698676954,16
04/28/2020,43264,1214,1716,119,Pennsylvania,12820878,PA,3.3744958808593295,0.09468930286989705,0.1338441875821609,0.009281735619042627,28
04/08/2020,16239,1680,310,70,Pennsylvania,12820878,PA,1.266605921996918,0.13103626756295475,0.0241793112764976,0.005459844481789781,8
04/29/2020,44366,1102,2195,479,Pennsylvania,12820878,PA,3.460449432558363,0.0859535516990334,0.17120512339326527,0.037360935811104355,29
04/14/2020,25345,1146,584,60,Pennsylvania,12820878,PA,1.9768536912994572,0.08938545394472984,0.045550702533789025,0.004679866698676954,14
04/05/2020,11510,1493,150,14,Pennsylvania,12820878,PA,0.8977544283628625,0.1164506830187449,0.011699666746692388,0.001091968896357956,5
04/15/2020,26490,1145,647,63,Pennsylvania,12820878,PA,2.066161147465875,0.08930745616641855,0.05046456256739983,0.004913860033610803,15
04/18/2020,11802,357,624,21,Washington,7797095,WA,1.5136406571934804,0.04578628322471382,0.08002980597260903,0.002693310777924342,18
04/14/2020,10694,156,546,38,Washington,7797095,WA,1.3715364504344245,0.020007451493152258,0.0700260802260329,0.004873609979101191,14
04/01/2020,5319,423,246,51,Washington,7797095,WA,0.6821771441799799,0.05425097424104747,0.03155021196997087,0.006540897603530546,1
04/06/2020,7318,345,371,34,Washington,7797095,WA,0.9385546796595399,0.044247248494471335,0.047581823743330046,0.0043605984023536975,6
04/07/2020,8682,1364,394,23,Washington,7797095,WA,1.1134916273304354,0.1749369476708954,0.05053164030962814,0.0029498165662980892,7
04/12/2020,10411,187,508,17,Washington,7797095,WA,1.3352408813795393,0.023983291212945332,0.06515247024693172,0.0021802992011768487,12
04/05/2020,6973,-618,337,27,Washington,7797095,WA,0.8943074311650685,-0.07926028860748778,0.04322122534097635,0.003462828143045583,5
04/26/2020,13521,202,749,11,Washington,7797095,WA,1.7341073823007158,0.025907084625748436,0.09606141774596821,0.0014107818360556078,26
04/16/2020,11152,369,583,16,Washington,7797095,WA,1.4302762759720127,0.0473253179549563,0.07477143731094721,0.002052046306989975,16
04/04/2020,7591,625,310,26,Washington,7797095,WA,0.9735677197725563,0.0801580588667959,0.03975839719793077,0.0033345752488587095,4
04/15/2020,10783,89,567,21,Washington,7797095,WA,1.3829509580170563,0.011414507582631735,0.07271939100395725,0.002693310777924342,15
04/22/2020,12494,212,692,10,Washington,7797095,WA,1.6023916599707968,0.02718961356761717,0.08875100277731643,0.0012825289418687345,22
04/28/2020,13842,156,786,21,Washington,7797095,WA,1.7752765613347021,0.020007451493152258,0.10080677483088253,0.002693310777924342,28
04/19/2020,11790,-12,635,11,Washington,7797095,WA,1.512101622463238,-0.0015390347302424814,0.08144058780866463,0.0014107818360556078,19
04/02/2020,5683,364,261,15,Washington,7797095,WA,0.7288611976640018,0.04668405348402194,0.03347400538277397,0.0019237934128031014,2
04/13/2020,10538,127,508,0,Washington,7797095,WA,1.3515289989412724,0.01628811756173293,0.06515247024693172,0.0,13
04/29/2020,14070,228,801,15,Washington,7797095,WA,1.8045182212093094,0.029241659874607147,0.10273056824368562,0.0019237934128031014,29
04/03/2020,6966,1283,284,23,Washington,7797095,WA,0.8934096609057605,0.16454846324175862,0.03642382194907206,0.0029498165662980892,3
04/21/2020,12282,197,682,30,Washington,7797095,WA,1.5752020464031797,0.02526582015481407,0.0874684738354477,0.003847586825606203,21
04/09/2020,9608,511,445,25,Washington,7797095,WA,1.23225380734748,0.06553722892949232,0.05707253791315868,0.0032063223546718363,9
04/08/2020,9097,415,420,26,Washington,7797095,WA,1.1667165784179876,0.05322495108755248,0.05386621555848685,0.0033345752488587095,8
04/27/2020,13686,165,765,16,Washington,7797095,WA,1.75526910984155,0.02116172754083412,0.09811346405295818,0.002052046306989975,27
04/11/2020,10224,337,491,16,Washington,7797095,WA,1.3112575901665942,0.04322122534097635,0.06297217104575487,0.002052046306989975,11
04/10/2020,9887,279,475,30,Washington,7797095,WA,1.2680363648256179,0.035782557478137696,0.06092012473876488,0.003847586825606203,10
04/17/2020,11445,293,603,20,Washington,7797095,WA,1.4678543739687666,0.03757809799675392,0.07733649519468469,0.002565057883737469,17
04/30/2020,14327,257,814,13,Washington,7797095,WA,1.8374792150153358,0.032960993806026476,0.10439785586811498,0.0016672876244293547,30
04/25/2020,13319,342,738,15,Washington,7797095,WA,1.7082002976749673,0.04386248981191072,0.0946506359099126,0.0019237934128031014,25
04/24/2020,12977,224,723,12,Washington,7797095,WA,1.6643378078630566,0.02872864829785965,0.09272684249710951,0.0015390347302424814,24
04/20/2020,12085,295,652,17,Washington,7797095,WA,1.5499362262483656,0.037834603785127666,0.0836208870098415,0.0021802992011768487,20
04/23/2020,12753,259,711,19,Washington,7797095,WA,1.6356091595651971,0.03321749959440022,0.09118780776686702,0.0024368049895505954,23
04/19/2020,4346,147,220,9,Wisconsin,5851754,WI,0.7426833048689333,0.02512067322037119,0.03759556536382083,0.0015380004012472159,19
