date,tot_cases,new_case,tot_death,new_death,State,population_estimate,state_abbreviation,normalized_tot_cases,normalized_new_case,normalized_tot_death,normalized_new_death,short_date
04/15/2020,28059,1058,1921,153,Michigan,10045029,MI,2.793321950588694,0.10532572877589502,0.19123887049007027,0.015231414463810907,15
04/06/2020,17221,1503,727,110,Michigan,10045029,MI,1.7143803168711607,0.1496262479680248,0.07237410663523222,0.010950690137380389,6
04/01/2020,9334,1719,337,78,Michigan,10045029,MI,0.9292158340209868,0.171129421328699,0.033548932511792647,0.007765034824687912,1
04/11/2020,23853,1291,1391,113,Michigan,10045029,MI,2.3746073804266765,0.1285212815214371,0.13847645437360112,0.01124934532294531,11
04/05/2020,15718,1493,617,77,Michigan,10045029,MI,1.564754068903136,0.14863073068280838,0.06142341649785182,0.007665483096166273,5
04/08/2020,20346,1376,959,114,Michigan,10045029,MI,2.0254794685012856,0.1369831784457765,0.09547010765225268,0.011348897051466949,8
04/04/2020,14225,1555,540,62,Michigan,10045029,MI,1.4161233382203275,0.15480293785115007,0.05375793340168555,0.006172207168341674,4
04/25/2020,37184,557,3273,189,Michigan,10045029,MI,3.701731473348658,0.05545031278655343,0.32583280745132737,0.01881527669058994,25
04/02/2020,10791,1457,417,80,Michigan,10045029,MI,1.0742627024770164,0.14504686845602932,0.04151307079352384,0.007964138281731193,2
04/16/2020,29263,1204,2093,172,Michigan,10045029,MI,2.9131822317287486,0.11986028114005445,0.20836176779579232,0.017122897305722064,16
04/28/2020,39262,1052,3567,160,Michigan,10045029,MI,3.908599965216626,0.10472841840476518,0.35510101563668955,0.015928276563462386,28
04/27/2020,38210,432,3407,92,Michigan,10045029,MI,3.8038715468118607,0.04300634672134844,0.33917273907322715,0.009158759023990872,27
04/17/2020,29952,689,2226,133,Michigan,10045029,MI,2.9817733726801583,0.06859114095140989,0.22160214768917044,0.013240379893378108,17
04/21/2020,32967,967,2700,232,Michigan,10045029,MI,3.281921834172903,0.09626652148042579,0.2687896670084277,0.02309600101702046,21
04/07/2020,18970,1749,845,118,Michigan,10045029,MI,1.8884962900555091,0.1741159731843482,0.08412121060078573,0.011747103965553509,7
04/29/2020,40399,1137,3670,103,Michigan,10045029,MI,4.021790280545731,0.11319031532910458,0.36535484367441845,0.010253828037728912,29
04/09/2020,21504,1158,1076,117,Michigan,10045029,MI,2.1407603701293447,0.11528090162805901,0.10711765988928454,0.011647552237031868,9
04/26/2020,37778,594,3315,42,Michigan,10045029,MI,3.760865200090512,0.059133726741854103,0.3300139800492363,0.004181172597908876,26
04/13/2020,25635,997,1602,115,Michigan,10045029,MI,2.552008560652239,0.09925307333607498,0.15948186909166712,0.01144844877998859,13
04/24/2020,36627,1336,3084,107,Michigan,10045029,MI,3.6462811605621046,0.13300110930491094,0.30701753076073746,0.01065203495181547,24
04/14/2020,27001,1366,1768,166,Michigan,10045029,MI,2.6879962218127993,0.13598766116056013,0.17600745602625936,0.016525586934592225,14
04/18/2020,30717,765,2307,81,Michigan,10045029,MI,3.0579304449992133,0.07615707231905454,0.22966583769942328,0.008063690010252832,18
04/22/2020,33966,999,2813,113,Michigan,10045029,MI,3.381374010966021,0.09945217679311827,0.28003901233137307,0.01124934532294531,22
04/23/2020,35291,1325,2977,164,Michigan,10045029,MI,3.513280051257194,0.13190604029117287,0.296365495808922,0.016326483477548948,23
04/12/2020,24638,785,1487,96,Michigan,10045029,MI,2.452755487316164,0.07814810688948733,0.14803342031167854,0.009556965938077432,12
04/30/2020,41379,980,3789,119,Michigan,10045029,MI,4.119350974496938,0.0975606939512071,0.3772014993684936,0.011846655694075149,30
04/03/2020,12670,1879,478,61,Michigan,10045029,MI,1.2613204003691778,0.18705769789216137,0.047585726233343874,0.006072655439820035,3
04/20/2020,32000,576,2468,77,Michigan,10045029,MI,3.185655312692477,0.05734179562846459,0.24569366599140727,0.007665483096166273,20
04/10/2020,22562,1058,1278,202,Michigan,10045029,MI,2.2460860989052396,0.10532572877589502,0.12722710905065582,0.02010944916137126,10
04/13/2020,64584,2734,2443,93,New Jersey,8936574,NJ,7.226930588836393,0.3059337952105583,0.27337098087029776,0.010406672624206996,13
04/27/2020,111188,2150,6044,106,New Jersey,8936574,NJ,12.4419044703261,0.24058436711876388,0.6763218208678181,0.011861368797483242,27
04/30/2020,118652,2388,7228,458,New Jersey,8936574,NJ,13.27712387319794,0.26721649706028283,0.8088110723415931,0.05125006518157853,30
04/06/2020,41090,3585,1003,86,New Jersey,8936574,NJ,4.597958904609306,0.4011604447073342,0.11223540475354425,0.009623374684750554,6
04/19/2020,85301,3865,4202,132,New Jersey,8936574,NJ,9.545156790510546,0.43249236228559174,0.4702025630851376,0.014770761144035735,19
04/21/2020,92387,3581,4753,376,New Jersey,8936574,NJ,10.338078104651737,0.4007128458847876,0.531859300890923,0.04207428931937452,21
04/22/2020,95865,3478,5063,310,New Jersey,8936574,NJ,10.727265280855953,0.3891871762042143,0.5665482096382798,0.03468890874735665,22
04/18/2020,81436,2969,4070,230,New Jersey,8936574,NJ,9.112664428224955,0.3322302260351674,0.45543180194110183,0.025736932296425902,18
04/15/2020,71030,2206,3156,351,New Jersey,8936574,NJ,7.948236091370138,0.24685075063441536,0.353155470989218,0.03927679667845866,15
04/23/2020,99989,4124,5368,305,New Jersey,8936574,NJ,11.188739666901434,0.4614743860454801,0.6006776198574533,0.03412941021917348,23
04/02/2020,25590,3335,537,182,New Jersey,8936574,NJ,2.8635134672414733,0.3731855182981756,0.06009014192687265,0.02036574642586745,2
04/05/2020,37505,3381,917,71,New Jersey,8936574,NJ,4.196798459901971,0.37833290475746073,0.1026120300687937,0.00794487910020104,5
04/17/2020,78467,3150,3840,322,New Jersey,8936574,NJ,8.780434202189788,0.35248407275539817,0.4296948696446759,0.03603170521499626,17
04/10/2020,54588,3561,1932,232,New Jersey,8936574,NJ,6.108381131292596,0.39847485177205494,0.21619023128997758,0.02596073170769917,10
04/11/2020,58151,3563,2187,255,New Jersey,8936574,NJ,6.507079782475924,0.3986986511833282,0.24472465622731931,0.02853442493734176,11
04/26/2020,109038,3515,5938,75,New Jersey,8936574,NJ,12.201320103207337,0.3933274653127698,0.6644604520703348,0.008392477922747575,26
04/04/2020,34124,4229,846,200,New Jersey,8936574,NJ,3.8184655551445106,0.4732238551373267,0.09466715096859267,0.02237994112732687,4
04/01/2020,22255,3559,355,88,New Jersey,8936574,NJ,2.490327948943298,0.3982510523607816,0.0397243955010052,0.009847174096023823,1
04/12/2020,61850,3699,2350,163,New Jersey,8936574,NJ,6.920996793625835,0.4139170111499105,0.26296430824609074,0.0182396520187714,12
04/29/2020,116264,2408,6770,328,New Jersey,8936574,NJ,13.009907376137656,0.2694544911730155,0.7575610071600146,0.03670310344881607,29
04/14/2020,68824,4240,2805,362,New Jersey,8936574,NJ,7.7013853407357225,0.4744547518993297,0.3138786743107594,0.04050769344046164,14
04/09/2020,51027,3590,1700,196,New Jersey,8936574,NJ,5.709906279520541,0.40171994323551735,0.1902294995822784,0.021932342304780333,9
04/16/2020,75317,4287,3518,362,New Jersey,8936574,NJ,8.42795012943439,0.47971403806425145,0.39366316442967964,0.04050769344046164,16
04/25/2020,105523,3327,5863,246,New Jersey,8936574,NJ,11.807992637894566,0.3722903206530825,0.6560679741475872,0.02752732758661205,25
04/03/2020,29895,4305,646,109,New Jersey,8936574,NJ,3.345241700007184,0.4817282327657109,0.07228720984126578,0.012197067914393145,3
04/20/2020,88806,3505,4377,175,New Jersey,8936574,NJ,9.93736525876695,0.3922084682564034,0.4897850115715486,0.019582448486411014,20
04/24/2020,102196,2207,5617,249,New Jersey,8936574,NJ,11.435702317241484,0.24696265034005202,0.6285406465609752,0.02786302670352195,24
04/07/2020,44416,3326,1232,229,New Jersey,8936574,NJ,4.970137325556752,0.37217842094744585,0.13786043734433354,0.025625032590789264,7
04/28/2020,113856,2668,6442,398,New Jersey,8936574,NJ,12.740452884964641,0.2985484146385404,0.7208579037111985,0.044536082843380474,28
04/08/2020,47437,3021,1504,272,New Jersey,8936574,NJ,5.308186336285024,0.33804901072827237,0.16829715727749808,0.030436719933164543,8
04/29/2020,7202,254,254,-39,Arizona,7378494,AZ,0.9760799426007529,0.03442436898369776,0.03442436898369776,-0.005285631458126821,29
04/18/2020,4719,212,177,8,Arizona,7378494,AZ,0.6395614064333454,0.02873215049033041,0.023988635079190957,0.0010842320939747324,18
04/24/2020,6045,276,266,17,Arizona,7378494,AZ,0.8192728760096573,0.037406007242128274,0.036050717124659855,0.0023039931996963066,24
04/27/2020,6716,190,275,0,Arizona,7378494,AZ,0.9102128428917879,0.0257505122318999,0.03727047823038143,0.0,27
04/03/2020,1769,171,41,9,Arizona,7378494,AZ,0.23975082178016272,0.023175461008709906,0.005556689481620504,0.001219761105721574,3
04/30/2020,7648,446,320,66,Arizona,7378494,AZ,1.0365258818398444,0.060445939239091334,0.0433692837589893,0.008944914775291543,30
04/21/2020,5251,187,208,21,Arizona,7378494,AZ,0.711662840682665,0.025343925196659373,0.028190034443343046,0.002846109246683673,21
04/15/2020,3962,156,142,11,Arizona,7378494,AZ,0.5369659445409862,0.021142525832507284,0.0192451196680515,0.0014908191292152572,15
04/09/2020,3018,292,89,9,Arizona,7378494,AZ,0.4090265574519678,0.03957447143007774,0.0120620820454689,0.001219761105721574,9
04/01/2020,1413,124,29,5,Arizona,7378494,AZ,0.19150249359828714,0.016805597456608354,0.0039303413406584055,0.0006776450587342078,1
04/10/2020,3112,94,97,8,Arizona,7378494,AZ,0.42176628455617093,0.012739727104203107,0.013146314139443633,0.0010842320939747324,10
04/23/2020,5769,310,249,20,Arizona,7378494,AZ,0.781866868767529,0.042013993641520885,0.03374672392496355,0.002710580234936831,23
04/16/2020,4234,272,150,8,Arizona,7378494,AZ,0.5738298357361272,0.036863891195140906,0.020329351762026233,0.0010842320939747324,16
04/13/2020,3702,163,122,7,Arizona,7378494,AZ,0.5017284014868074,0.022091228914735174,0.01653453943311467,0.0009487030822278909,13
04/11/2020,3393,281,108,11,Arizona,7378494,AZ,0.45984993685703346,0.03808365230086248,0.014637133268658889,0.0014908191292152572,11
04/08/2020,2726,151,80,7,Arizona,7378494,AZ,0.3694520860218901,0.020464880773773078,0.010842320939747324,0.0009487030822278909,8
04/19/2020,4929,210,184,7,Arizona,7378494,AZ,0.6680224989001822,0.02846109246683673,0.024937338161418847,0.0009487030822278909,19
04/22/2020,5459,208,229,21,Arizona,7378494,AZ,0.7398528751260081,0.028190034443343046,0.031036143690026722,0.002846109246683673,22
04/26/2020,6526,246,275,2,Arizona,7378494,AZ,0.8844623306598881,0.033340136889723024,0.03727047823038143,0.0002710580234936831,26
04/28/2020,6948,232,293,18,Arizona,7378494,AZ,0.9416555736170552,0.031442730725267244,0.03971000044182458,0.002439522211443148,28
04/14/2020,3806,104,131,9,Arizona,7378494,AZ,0.515823418708479,0.014095017221671523,0.017754300538836247,0.001219761105721574,14
04/04/2020,2019,250,52,11,Arizona,7378494,AZ,0.2736330747168731,0.03388225293671039,0.007047508610835761,0.0014908191292152572,4
04/20/2020,5064,135,187,3,Arizona,7378494,AZ,0.6863189154860057,0.01829641658582361,0.025343925196659373,0.00040658703524052467,20
04/05/2020,2269,250,64,12,Arizona,7378494,AZ,0.3075153276535835,0.03388225293671039,0.008673856751797859,0.0016263481409620987,5
04/07/2020,2575,119,73,8,Arizona,7378494,AZ,0.34898720524811705,0.016127952397874148,0.009893617857519434,0.0010842320939747324,7
04/17/2020,4507,273,169,19,Arizona,7378494,AZ,0.610829255943015,0.03699942020688775,0.022904402985216225,0.00257505122318999,17
04/06/2020,2456,187,65,1,Arizona,7378494,AZ,0.33285925285024287,0.025343925196659373,0.008809385763544703,0.00013552901174684155,6
04/12/2020,3539,146,115,7,Arizona,7378494,AZ,0.4796371725720723,0.01978723571503887,0.01558583635088678,0.0009487030822278909,12
04/02/2020,1598,185,32,3,Arizona,7378494,AZ,0.2165753607714528,0.02507286717316569,0.0043369283758989295,0.00040658703524052467,2
04/25/2020,6280,235,273,7,Arizona,7378494,AZ,0.851122193770165,0.03184931776050776,0.03699942020688775,0.0009487030822278909,25
04/15/2020,4241,288,75,2,Alabama,4908621,AL,0.8639901104607587,0.05867228290796947,0.015279240340617048,0.00040744640908312133,15
04/08/2020,2499,302,48,9,Alabama,4908621,AL,0.50910428814936,0.061524407771551326,0.009778713817994911,0.001833508840874046,8
04/12/2020,3583,321,61,1,Alabama,4908621,AL,0.7299402418724118,0.06539514865784096,0.0124271154770352,0.00020372320454156066,12
04/27/2020,6539,-88,228,8,Alabama,4908621,AL,1.332146034497265,-0.017927641999657337,0.04644889063547583,0.0016297856363324853,27
04/23/2020,6071,240,198,11,Alabama,4908621,AL,1.2368035747718147,0.04889356908997455,0.04033719449922901,0.002240955249957167,23
04/16/2020,4404,163,82,7,Alabama,4908621,AL,0.897196992801033,0.033206882340274385,0.016705302772407973,0.0014260624317909247,16
04/06/2020,2006,165,32,1,Alabama,4908621,AL,0.4086687483103707,0.03361432874935751,0.006519142545329941,0.00020372320454156066,6
04/28/2020,6947,408,243,15,Alabama,4908621,AL,1.4152651019502218,0.08311906745295675,0.04950473870359924,0.0030558480681234096,28
04/29/2020,7105,158,260,17,Alabama,4908621,AL,1.4474533682677884,0.032188266317566584,0.05296803318080577,0.0034632944772065312,29
04/19/2020,4946,223,165,52,Alabama,4908621,AL,1.007614969662559,0.04543027461276803,0.03361432874935751,0.010593606636161153,19
04/13/2020,3803,220,62,1,Alabama,4908621,AL,0.7747593468715552,0.04481910499914334,0.01263083868157676,0.00020372320454156066,13
04/01/2020,1106,107,17,4,Alabama,4908621,AL,0.2253178642229661,0.02179838288594699,0.0034632944772065312,0.0008148928181662427,1
04/07/2020,2197,191,39,7,Alabama,4908621,AL,0.44757988037780877,0.038911132067438084,0.007945204977120866,0.0014260624317909247,7
04/05/2020,1841,208,31,5,Alabama,4908621,AL,0.37505441956101315,0.042374426544644614,0.00631541934078838,0.0010186160227078033,5
04/21/2020,5668,244,180,33,Alabama,4908621,AL,1.1547031233415659,0.0497084619081408,0.036670176817480915,0.0067228657498715014,21
04/24/2020,6026,-45,209,11,Alabama,4908621,AL,1.2276360305674445,-0.009167544204370229,0.042578149749186174,0.002240955249957167,24
04/11/2020,3262,254,60,2,Alabama,4908621,AL,0.6645450932145708,0.05174569395355641,0.012223392272493638,0.00040744640908312133,11
04/09/2020,2838,339,48,0,Alabama,4908621,AL,0.5781664544889491,0.06906216633958906,0.009778713817994911,0.0,9
04/03/2020,1535,265,21,4,Alabama,4908621,AL,0.3127151189712956,0.05398664920351357,0.004278187295372773,0.0008148928181662427,3
04/25/2020,6213,187,213,4,Alabama,4908621,AL,1.2657322698167164,0.03809623924927184,0.043393042567352415,0.0008148928181662427,25
04/10/2020,3008,170,58,10,Alabama,4908621,AL,0.6127993992610145,0.03463294477206531,0.011815945863410518,0.0020372320454156065,10
04/14/2020,3953,150,73,11,Alabama,4908621,AL,0.8053178275527892,0.030558480681234096,0.014871793931533928,0.002240955249957167,14
04/17/2020,4572,168,96,14,Alabama,4908621,AL,0.9314224911640153,0.034225498362982186,0.019557427635989822,0.0028521248635818494,17
04/20/2020,5424,478,147,-18,Alabama,4908621,AL,1.104994661433425,0.09737969177086599,0.029947311067609415,-0.003667017681748092,20
04/22/2020,5831,163,187,7,Alabama,4908621,AL,1.1879100056818401,0.033206882340274385,0.03809623924927184,0.0014260624317909247,22
04/30/2020,7306,201,280,20,Alabama,4908621,AL,1.4884017323806422,0.04094836411285369,0.05704249727163698,0.004074464090831213,30
