sentiment,magnitude,state,date
-0.1350210982095843,0.6675105489444632,NM,3
-0.15138121741664345,0.6812154731985943,NV,3
-0.11719944538280648,0.6494266878725485,NY,3
-0.1494069124210305,0.7117070694977072,OH,3
-0.13273273439736696,0.6222222252404904,OK,3
-0.17471059878171818,0.6933214633874031,OR,3
-0.14232209916418412,0.668164798204372,PA,3
-0.1443708630291042,0.6735099367550667,RI,3
-0.1642487068790846,0.7284974139923671,SC,3
-0.13333333474703324,0.6602564127399371,SD,3
-0.15670588368002106,0.7229411803624209,TN,3
-0.1573736634390282,0.66994176507724,TX,3
-0.13631579070106933,0.7213157927127261,UT,3
-0.1460966559858644,0.6852540302850869,VA,3
-0.16540880655904985,0.7018867941491259,VT,3
-0.10974903629093097,0.637693052955015,WA,3
-0.17713458992422232,0.6858176578014183,WI,3
-0.18536585666299835,0.6853658538766023,WY,3
-0.1960159392945795,0.7203187306385591,AK,4
-0.1486238550839074,0.6815203177897677,AL,4
-0.14688796893194994,0.6587136950792118,AR,4
-0.16338329972283147,0.690292651731146,AZ,4
-0.15399054275231533,0.6821312475382418,CA,4
-0.16542185532807646,0.6840940553277607,CO,4
-0.14945848559160524,0.6512635413301766,CT,4
-0.14807692671624514,0.5653846212304555,DC,4
-0.1511627928808678,0.6697674460535825,DE,4
-0.1552193358020023,0.672156786505257,FL,4
-0.1455182091747763,0.6707983230467603,GA,4
-0.09725609932821698,0.6743902457287398,HI,4
-0.1481617671327994,0.6878676537889987,IA,4
-0.19591078248055008,0.7159851319727845,ID,4
-0.1810116110798929,0.7022388088540058,IL,4
-0.14690431696668574,0.6772045060628797,IN,4
-0.13526510660399932,0.6447595588394364,KS,4
-0.13711340386177254,0.6962199347330532,KY,4
-0.16740331647859313,0.6675874815351616,LA,4
-0.1563885973839221,0.6553326325437965,MA,4
-0.1662076288060743,0.6551906801996974,MD,4
-0.1618843705610749,0.6944325527682804,ME,4
-0.1819089924447346,0.6834073280305761,MI,4
-0.17695852699539355,0.6943548417173773,MN,4
-0.1622720916153338,0.6496493718985253,MO,4
-0.10886850383485858,0.6596330315877174,MS,4
-0.1139442244492679,0.669322711300565,MT,4
-0.17108895939323435,0.6881135007583656,NC,4
-0.19058823936125813,0.7423529435606564,ND,4
-0.13879310583760002,0.6387931068973809,NE,4
-0.17250996234407462,0.6486055823673765,NH,4
-0.1412550080443256,0.6858478000559142,NJ,4
-0.156785715823727,0.7246428581752947,NM,4
-0.13974026100976125,0.6618181841714041,NV,4
-0.12412356977059748,0.6797466187588211,NY,4
-0.16352166981322389,0.6765222198815707,OH,4
-0.1251506036798279,0.7231927749375442,OK,4
-0.15757085257454925,0.6913360355173045,OR,4
-0.1764872545539995,0.6705382477397115,PA,4
-0.15769230971460815,0.7686813231352921,RI,4
-0.16825153564382914,0.6814417205522397,SC,4
-0.19473684588937384,0.65263158602542,SD,4
-0.16219653382122173,0.7196531827136271,TN,4
-0.1618802223731278,0.6797938537198844,TX,4
-0.14680851213237706,0.7127659607163452,UT,4
-0.14620853271953302,0.6616113776191009,VA,4
-0.10697674543358557,0.6715116306792858,VT,4
-0.12300370333963508,0.6615811777963548,WA,4
-0.16351706226627655,0.6690288753471193,WI,4
-0.1678160936839279,0.5574712652242046,WY,4
-0.14928910047945818,0.7028436048830289,AK,5
-0.16753048971068205,0.6696646364246744,AL,5
-0.16812227256433412,0.6753275136434875,AR,5
-0.17724551080898968,0.7300149728683476,AZ,5
-0.15560622928881726,0.6809246753241247,CA,5
-0.17915804269726807,0.6979296088702025,CO,5
-0.15215759982982227,0.6594746729837797,CT,5
-0.19841270243364667,0.6682539689871999,DC,5
-0.15533980839316128,0.6786407766122262,DE,5
-0.15663023496299805,0.668199630905535,FL,5
-0.17401086302044966,0.6732350676107351,GA,5
-0.12900302210243084,0.6135951708720889,HI,5
-0.17034884003648,0.6967054302407096,IA,5
-0.17862069185437826,0.6986206920753265,ID,5
-0.16017777983347575,0.7202666687766711,IL,5
-0.15909961864380773,0.6648467456158322,IN,5
-0.15053908534930402,0.6710242613386915,KS,5
-0.1507614233898229,0.700000003421468,KY,5
-0.17666666881557094,0.6984210538236718,LA,5
-0.15155601815254854,0.6642116213302395,MA,5
-0.14547537415707645,0.6687285252862779,MD,5
-0.1967005095619538,0.7012690370760594,ME,5
-0.1757085041685419,0.6620589960743541,MI,5
-0.14880383012005302,0.666746413629306,MN,5
-0.15988700770599354,0.6903954832420006,MO,5
-0.1523668655144745,0.7023668665460934,MS,5
-0.1431906639601934,0.6894941653201089,MT,5
-0.1741961437573962,0.70409968076723,NC,5
-0.101204821503306,0.6506024129598974,ND,5
-0.147846892333487,0.6253588552181231,NE,5
-0.11926229692018422,0.7086065606992753,NH,5
-0.15270570949482154,0.6960711658409651,NJ,5
-0.1767790283770597,0.6715355834431862,NM,5
-0.1554644825802149,0.6562841549271443,NV,5
-0.12820513000561976,0.659782229409454,NY,5
-0.16006192174750708,0.7094943263290221,OH,5
-0.16799363251894142,0.697292994589183,OK,5
-0.18200493250700325,0.6893179975113324,OR,5
-0.1862545476393266,0.6906181846911257,PA,5
-0.17518248370964162,0.7452554754967237,RI,5
-0.13360389748999438,0.6865259770594248,SC,5
-0.09605263212793752,0.7289473734992115,SD,5
-0.18276283826250905,0.7404645502676591,TN,5
-0.15880224546402427,0.6921838270980539,TX,5
-0.12296296450090995,0.6180246939445719,UT,5
-0.17028360251617491,0.6743526531224922,VA,5
-0.1520958100250381,0.6353293429770156,VT,5
-0.1400618516254331,0.672167559583468,WA,5
-0.17926829439110872,0.7125609778049515,WI,5
-0.13119266325727516,0.7587155971095103,WY,5
-0.14780701863530435,0.6565789496362732,AK,6
-0.1454674235357779,0.6358356979641293,AL,6
-0.15000000131789165,0.6635678423634127,AR,6
-0.18313433046994812,0.6638059727791975,AZ,6
-0.15951630058021934,0.6422562751528986,CA,6
-0.167494825987959,0.6579710168672727,CO,6
-0.17416974349545378,0.6446494488561065,CT,6
-0.18518518481725527,0.5716049422820411,DC,6
-0.1573333348830541,0.6204444478286637,DE,6
-0.1588060311967184,0.6314359416846055,FL,6
-0.15713296594856685,0.6402354592875348,GA,6
-0.14076433321283122,0.6257961817133199,HI,6
-0.1499061926109035,0.6354596663762659,IA,6
-0.1496774209843528,0.6341935522613987,ID,6
-0.17965260753215492,0.6793217570378427,IL,6
-0.1274582571272284,0.6346938803391133,IN,6
-0.1531531547736784,0.6328185364757419,KS,6
-0.14517766581422786,0.6563451808519574,KY,6
-0.1750410534135618,0.6474548474027606,LA,6
-0.14723618257435125,0.6796984965327996,MA,6
-0.17494990156295304,0.6134268576521912,MD,6
-0.14058296051661529,0.6244394632532457,ME,6
-0.1659412426758513,0.6567464674842239,MI,6
-0.1554272534200969,0.6550808343563151,MN,6
-0.15942228581382287,0.6707015160107384,MO,6
-0.15080906327777696,0.6223301009356397,MS,6
-0.16210937694995664,0.6730468783935066,MT,6
-0.17638572695224505,0.650569479004533,NC,6
-0.1987951826079782,0.5987951821950545,ND,6
-0.11545893823467016,0.6613526605969466,NE,6
-0.17453703953436128,0.6541666711715085,NH,6
-0.1476034161904417,0.6671700629204492,NJ,6
-0.1594155862346872,0.7113636388358745,NM,6
-0.16842105466655746,0.6803324119783835,NV,6
-0.11705825691260363,0.6267138749653594,NY,6
-0.1610230198944621,0.6657289038952964,OH,6
-0.15849858536134362,0.6871104846911626,OK,6
-0.16030928039366438,0.6298969098562023,OR,6
-0.17471671568245625,0.6616147343312039,PA,6
-0.159868422748619,0.6664473692837515,RI,6
-0.16450617453198374,0.6574074119260466,SC,6
-0.1366336657711775,0.6257425765737449,SD,6
-0.17600897122425085,0.6983183882211756,TN,6
-0.15740140172576098,0.65432815772871,TX,6
-0.11445221629662393,0.682750585491146,UT,6
-0.16386707128444827,0.6245921470247366,VA,6
-0.10701754597718256,0.7111111141261999,VT,6
-0.12503559712902254,0.6107736150263382,WA,6
-0.15740072417883236,0.6788207029948453,WI,6
-0.2093750035855919,0.6479166718199849,WY,6
-0.11578947552724887,0.5910526354846202,AK,7
-0.16844584223239725,0.6397174290809751,AL,7
-0.12882883064784445,0.6427927971523892,AR,7
-0.1587892067010693,0.6525893543516086,AZ,7
-0.15072016632058458,0.6199735481388372,CA,7
-0.168767314569359,0.6419667616135691,CO,7
-0.13985765274627354,0.6430605014925326,CT,7
-0.14489795997434732,0.5285714305177027,DC,7
-0.16403162214360215,0.6640316208184001,DE,7
-0.15132602376274668,0.6426919268468323,FL,7
-0.14982130191554505,0.6120800597112549,GA,7
-0.12147058980429876,0.6044117672916721,HI,7
-0.15367647213861346,0.6641544141149258,IA,7
-0.1559602671506389,0.6579470246635526,ID,7
-0.1419093869626522,0.6344660221686448,IL,7
-0.13158363154244168,0.6208185086828852,IN,7
-0.12811344217063467,0.6531442697590583,KS,7
-0.16794117854579407,0.6122058863915941,KY,7
-0.1440647500801644,0.631115112239294,LA,7
-0.15151515338155958,0.6253535394114678,MA,7
-0.14303797640871282,0.6418695256781439,MD,7
-0.16161825951513414,0.6284232401439758,ME,7
-0.14967567752341968,0.6340540580008481,MI,7
-0.1626251413009323,0.6558398248853621,MN,7
-0.16560102482814618,0.6598465508588439,MO,7
-0.14513889017204445,0.5736111154676311,MS,7
-0.15860806102608585,0.6293040326226762,MT,7
-0.1559272745793516,0.6433454575917937,NC,7
-0.06708860953774633,0.5594936772426472,ND,7
-0.11822222358650633,0.6448888934652011,NE,7
-0.13333333484577328,0.6805243479569306,NH,7
-0.13571428718085385,0.6275600539343773,NJ,7
-0.18118812089706016,0.6729372992816538,NM,7
-0.13442211223756848,0.6467336707154111,NV,7
-0.11832657013968904,0.6116297256191038,NY,7
-0.1509343575120372,0.6624820351950507,OH,7
-0.15754026503985308,0.6344070306394145,OK,7
-0.17492260289704284,0.6681114587667557,OR,7
-0.16940194866276748,0.6559805319811605,PA,7
-0.18139535050059474,0.6366279084062161,RI,7
-0.1117263860903462,0.6451140096477849,SC,7
-0.15066667020320892,0.6773333391547203,SD,7
-0.1557413622437911,0.6229654437257028,TN,7
-0.1565810191873028,0.6376857223251945,TX,7
-0.09422572330618156,0.6440944890259445,UT,7
-0.14305402624370508,0.6444873244531428,VA,7
-0.17578947583311486,0.6747368459246661,VT,7
-0.11803955819730627,0.6133449284833065,WA,7
-0.19528688766734034,0.7136270518750563,WI,7
-0.1767241400505962,0.5594827646453833,WY,7
-0.1556053831505134,0.6529148013535636,AK,8
-0.1440177268212444,0.648596753904175,AL,8
-0.1344387770003202,0.6267857166691398,AR,8
-0.1384509955370075,0.6871830041866911,AZ,8
-0.1431638111411761,0.6475868065104998,CA,8
-0.14747331118562468,0.6844128142207119,CO,8
-0.1510597322286898,0.6816955716537603,CT,8
-0.1579710161988286,0.4826086978765501,DC,8
-0.11310679848911692,0.5480582578812988,DE,8
-0.14551641500508006,0.6426541259746441,FL,8
-0.13853084035759905,0.615107417860464,GA,8
-0.12492012906188782,0.6472843488612876,HI,8
-0.14919355026476325,0.6770161327515398,IA,8
-0.14812286907597205,0.6686006855130603,ID,8
-0.17028806781081995,0.6531687275924309,IL,8
-0.11655629263413662,0.6277199656391551,IN,8
-0.11490909200726132,0.6238787906458884,KS,8
-0.14411764878024852,0.6331699373675328,KY,8
-0.16037441643649442,0.5993759788677399,LA,8
-0.1428263231452872,0.654368935046394,MA,8
-0.15080113236377196,0.6338360069440739,MD,8
-0.15844749033314998,0.6712328810329851,ME,8
-0.16043829499833034,0.6762975802883557,MI,8
-0.12814569702705012,0.6321192082864691,MN,8
-0.14801136554557492,0.6776988658927042,MO,8
-0.10685358405391747,0.634579441025621,MS,8
-0.16518218739915955,0.6700404877001457,MT,8
-0.14612403269423996,0.6641860495877359,NC,8
-0.14909091280265288,0.7272727276791225,ND,8
-0.14086538632042134,0.6567307708856578,NE,8
-0.16603053602894755,0.6568702298664411,NH,8
-0.13155467834750653,0.6381422959474236,NJ,8
-0.13527607545256615,0.6723926410398966,NM,8
-0.1605128220258615,0.7035897464706348,NV,8
-0.10766588727493567,0.6580015643302767,NY,8
-0.15678092586020007,0.6505216121806828,OH,8
-0.12742424390532753,0.648484849534703,OK,8
-0.15709430963028864,0.6779949050349204,OR,8
-0.15624048914108285,0.6609589070467281,PA,8
-0.1658823557636317,0.6188235342940863,RI,8
-0.16762360650006286,0.6925039897647581,SC,8
-0.19784946427229916,0.7784946231592086,SD,8
-0.15132743578437155,0.6326327466084498,TN,8
-0.14445216377010406,0.6434971380601701,TX,8
-0.11361386278404458,0.6262376274138984,UT,8
-0.13652625667501994,0.6489324908697117,VA,8
-0.1429530217143513,0.6872483251878879,VT,8
-0.11544696769611106,0.6228809666273327,WA,8
-0.17543859865233216,0.6802339210844877,WI,8
-0.15420560796405666,0.6364485998159257,WY,8
-0.0735849066163009,0.7056603808448,AK,9
-0.15645161379248865,0.6801075308473521,AL,9
-0.1633333367606004,0.6575000055134297,AR,9
-0.1486033542321048,0.6935754219621586,AZ,9
-0.13716381604721756,0.6400366774543865,CA,9
-0.15340314296449667,0.6840314151260866,CO,9
-0.1527397284054593,0.6328767122675295,CT,9
-0.2000000054637591,0.5133333355188371,DC,9
-0.07592592609149439,0.537037040900301,DE,9
-0.15722311555406446,0.6247993611146129,FL,9
-0.15887574181401518,0.6556213050639841,GA,9
-0.13750000204890964,0.5765625014901161,HI,9
-0.16097561167023047,0.6260162627672762,IA,9
-0.19827586579425585,0.8258620740781569,ID,9
-0.1515923585671528,0.6308917230718835,IL,9
-0.1318644083910069,0.666101695748709,IN,9
-0.1633802830053607,0.6389671384308819,KS,9
-0.15000000168034372,0.6420212795046416,KY,9
-0.17019867689798998,0.5701986815262314,LA,9
-0.1624000024199486,0.7144000042676926,MA,9
-0.16920000237226487,0.6552000066936016,MD,9
-0.15636363821950824,0.6500000029802322,ME,9
-0.14402655050554106,0.6311946934237417,MI,9
-0.1403508786308138,0.6311403537789979,MN,9
-0.16270270488552144,0.6372973022831453,MO,9
-0.1392405088755149,0.5797468377630922,MS,9
-0.11617647220983225,0.8367647118866444,MT,9
-0.15534591384278906,0.6150943418531298,NC,9
-0.1933333347241084,0.7400000015894572,ND,9
-0.18275862431217885,0.7051724122259123,NE,9
-0.0895522401404025,0.6089552249481429,NH,9
-0.15065963328435114,0.6321899783760703,NJ,9
-0.19078947701736498,0.6131578988738751,NM,9
-0.1923809548928624,0.6790476226380893,NV,9
-0.11052631740038568,0.5954627979905116,NY,9
-0.11467391490072446,0.6650362344242741,OH,9
-0.13202614590428233,0.597385623291427,OK,9
-0.1625899303195288,0.7111510811038584,OR,9
-0.1712074329148136,0.6145510870974868,PA,9
-0.11800000295042992,0.644000007212162,RI,9
-0.17175141452564358,0.6740113016070619,SC,9
-0.1407407447695732,0.7037037050834408,SD,9
-0.15229357929404722,0.6674311946086381,TN,9
-0.1362081270980903,0.6215965797964029,TX,9
-0.08958333505628009,0.6364583359876027,UT,9
-0.14718826576010813,0.6264058713662304,VA,9
-0.06744186043046242,0.5976744240453077,VT,9
-0.09918625823223784,0.5989150126240675,WA,9
-0.1575609772307117,0.7785365905340125,WI,9
-0.22222222636143368,0.7518518528452626,WY,9
-0.16172839719572185,0.7024691403831964,AK,10
-0.1838565050486492,0.6677130103244909,AL,10
-0.1390625011990778,0.6179687508847564,AR,10
-0.1474409462136077,0.6793307121256441,AZ,10
-0.1365342658811498,0.6581842015496979,CA,10
-0.15482695955776346,0.6457194936595763,CO,10
-0.15076142383105864,0.6365482281080357,CT,10
-0.02000000365078449,0.6500000055879355,DC,10
-0.06666666743430225,0.7000000026415695,DE,10
-0.1522687113128765,0.6513847995178448,FL,10
-0.16540880641847286,0.681551365451243,GA,10
-0.0644444448252519,0.7022222244077259,HI,10
-0.13313953673770262,0.5953488403194865,IA,10
-0.12500000084665688,0.6443181838840246,ID,10
-0.1771052645029206,0.6515789478036919,IL,10
-0.12895442537424073,0.6579088516952845,IN,10
-0.08125000209030178,0.6364583363239136,KS,10
-0.13364929045546112,0.6554502376236057,KY,10
-0.1410810817335103,0.6616216241507917,LA,10
-0.13023255946133225,0.6654485075477746,MA,10
-0.130270271909398,0.638918920042547,MD,10
-0.15944055973233046,0.6706293722341111,ME,10
-0.16834319710246556,0.6736686421921972,MI,10
-0.18400000162422656,0.6296666696419319,MN,10
-0.1565789490153915,0.6065789511786741,MO,10
-0.2565789489369643,0.7328947436456618,MS,10
-0.1119565234883972,0.7369565250271041,MT,10
-0.1055555561626399,0.6788359796086316,NC,10
-0.24000000432133675,0.4250000052154064,ND,10
-0.11785714354898247,0.6583333334752491,NE,10
-0.06304347952422887,0.7043478287270536,NH,10
-0.12178217923582192,0.6407920827369878,NJ,10
-0.13111111281646626,0.7066666714019245,NM,10
-0.1044871816650415,0.6314102597057055,NV,10
-0.11031518749173984,0.6112225439716148,NY,10
-0.11632373246309362,0.638545956140683,OH,10
-0.11363636487812707,0.5929292950666312,OK,10
-0.13743589963668432,0.6582051315941871,OR,10
-0.1595918383221237,0.6706122471969955,PA,10
-0.0533333346247673,0.6200000019123156,RI,10
-0.11243243459108714,0.6924324374746632,SC,10
-0.1899999998509884,0.6149999961256981,SD,10
-0.18757575978383872,0.6754545477529367,TN,10
-0.13610223774759533,0.6515974474077026,TX,10
-0.13474576421460865,0.7245762769322274,UT,10
-0.1431034498658902,0.6555555583445277,VA,10
-0.12758620892619266,0.6206896549154972,VT,10
-0.10315249397083462,0.6277126120157606,WA,10
-0.14510489750158534,0.6555944090331352,WI,10
-0.15135135199572589,0.5756756743869266,WY,10
-0.13253968504686206,0.669047620679651,AK,11
-0.1580858107398052,0.694389441988059,AL,11
-0.16632653350884818,0.6857142892799207,AR,11
-0.18171428803886688,0.6727142880324807,AZ,11
-0.1481956472120959,0.675096931757587,CA,11
-0.1331972812004641,0.7213605459754159,CO,11
-0.14888889066599034,0.6925925966766145,CT,11
-0.1576923129077141,0.5692307734145567,DC,11
-0.08320610822384594,0.667938933629571,DE,11
-0.16319906366293346,0.6437622248444606,FL,11
-0.1615492980559947,0.6612676079844085,GA,11
-0.10792683042222406,0.5500000042431965,HI,11
-0.15429864351835726,0.6239819001760418,IA,11
-0.15203252222722138,0.6837398401968847,ID,11
-0.1763727140307625,0.6487520817859399,IL,11
-0.13846153984502732,0.7184257624480933,IN,11
-0.135492959030917,0.6653521132301277,KS,11
-0.15027777939620945,0.6416666692743699,KY,11
-0.17543859921003646,0.6263157943623108,LA,11
-0.1579150597072246,0.7212355255534059,MA,11
-0.14650698718494046,0.6181636761256797,MD,11
-0.17710280637735518,0.6551401898195254,ME,11
-0.16951219742829965,0.6545731745115141,MI,11
-0.17550607502219165,0.6860323922052557,MN,11
-0.1528875387321852,0.6723404275791259,MO,11
-0.14683544489590428,0.6455696241670772,MS,11
-0.1557142865977117,0.7057142844689744,MT,11
-0.1763546817335002,0.6472906434330447,NC,11
-0.08163265351738247,0.7163265344439721,ND,11
-0.12947368629668887,0.6210526336180536,NE,11
-0.11304347981577335,0.6956521771524263,NH,11
-0.13377308878939512,0.7069920876350912,NJ,11
-0.13333333464282932,0.6272727314269904,NM,11
-0.19414893854805765,0.7707446815961219,NV,11
-0.11261444692188866,0.641336049117772,NY,11
-0.14605543903831733,0.6673774020567632,OH,11
-0.16284722374338242,0.7003472245350066,OK,11
-0.14533107148416985,0.6565365053219989,OR,11
-0.1337535030179832,0.6780112078648155,PA,11
-0.13589743725382364,0.6974358995182391,RI,11
-0.1696875031106174,0.6884375037159771,SC,11
-0.1666666697020884,0.7222222202905902,SD,11
-0.150115475591969,0.7023094723530234,TN,11
-0.15847306698560715,0.6581163071747171,TX,11
-0.151578948725211,0.7136842159456328,UT,11
-0.14014084713244945,0.646713619334667,VA,11
-0.14404762119409584,0.6083333349476258,VT,11
-0.13003212156081356,0.6230728078864882,WA,11
-0.16062176360753533,0.6479274655446179,WI,11
-0.16399999991059305,0.6139999967813492,WY,11
-0.16646341820497335,0.6902439070910942,AK,12
-0.14863813362638775,0.6616731548703598,AL,12
-0.1573529433897313,0.6047058880109998,AR,12
-0.154868915830547,0.6905430730725273,AZ,12
-0.1488345010146765,0.6589743627673819,CA,12
-0.16216696488470844,0.6931616366174251,CO,12
-0.1891358052874789,0.6548148176552336,CT,12
-0.10697674439396967,0.7372092959839244,DC,12
-0.13128834565175826,0.6558282277518255,DE,12
-0.16384772813413054,0.633571796515156,FL,12
-0.1610426561668586,0.6601895769131128,GA,12
-0.12166666785875956,0.6500000025456151,HI,12
-0.12655367437055556,0.6519774064674215,IA,12
-0.19794872047809453,0.6497435938853484,ID,12
-0.15750552106969404,0.6589404013723332,IL,12
-0.12952710677801946,0.6566320688752705,IN,12
-0.15893417139038396,0.6438871501218002,KS,12
-0.16277372514842636,0.6786496398603394,KY,12
-0.13778920448684448,0.6100257086186912,LA,12
-0.14879679347184252,0.6512032128511903,MA,12
-0.14796748182920585,0.6673441760262177,MD,12
-0.12034384097188795,0.6736389728834089,ME,12
-0.16827774229931786,0.676514639202797,MI,12
-0.17161084791167122,0.7003189816690708,MN,12
-0.17081712266060628,0.6885214032395108,MO,12
-0.1526923099389443,0.6173076931960307,MS,12
-0.13859649229119395,0.6684210566226502,MT,12
-0.17243781323308374,0.6528358233657049,NC,12
-0.1300000023628984,0.6671428584626743,ND,12
-0.09172413929783063,0.6013793118554971,NE,12
-0.16964285910528684,0.6910714329486447,NH,12
-0.1557450646624852,0.6363554795137214,NJ,12
-0.19095022865145456,0.6773755677145531,NM,12
