,sentiment,magnitude,state
0,-0.18333333606521288,0.6913043537541576,AK
1,-0.1384761929512024,0.6662857174447605,AL
2,-0.15092592741604205,0.577160496816591,AR
3,-0.188829314239969,0.6275245781398651,AZ
4,-0.1608404634113802,0.6485310557920745,CA
5,-0.16212510909396763,0.6734361637259204,CO
6,-0.12400990235849772,0.6089108937447614,CT
7,-0.13555555707878536,0.42444444861676955,DC
8,-0.18595505756943415,0.7769662953410925,DE
9,-0.16387993283246358,0.6420739309677886,FL
10,-0.17402723998353176,0.6591439718083417,GA
11,-0.1448398595443824,0.6345195751703506,HI
12,-0.16975717669225424,0.6715231821368598,IA
13,-0.16209677726991714,0.6370967770476015,ID
14,-0.15161290565252536,0.611534704349549,IL
15,-0.13558926669795984,0.667327891613597,IN
16,-0.16048850741066123,0.6890804620523905,KS
17,-0.1789103715904777,0.6376098443235161,KY
18,-0.17943723188527735,0.6543290074350256,LA
19,-0.17866109009193076,0.657322178502545,MA
20,-0.15813367143931034,0.6390920578775761,MD
21,-0.14553846377592822,0.6153846188004201,ME
22,-0.18137317487125706,0.6737444408744744,MI
23,-0.17941919453630242,0.6651515199454746,MN
24,-0.17266314178442407,0.6776014143827731,MO
25,-0.17058823751468286,0.7164705936815224,MS
26,-0.14579439563589675,0.6570093499096198,MT
27,-0.16400797813685086,0.6235294145859726,NC
28,-0.09183673591029887,0.5387755141270404,ND
29,-0.16833333646257717,0.7155555611683263,NE
30,-0.14619047893654732,0.6814285743449415,NH
31,-0.15311237068044242,0.6506063097556368,NJ
32,-0.1889795935883814,0.7093877574618982,NM
33,-0.1689655186173103,0.5865900403181256,NV
34,-0.12466771099527102,0.6235340144252223,NY
35,-0.167313917974631,0.6592880292135535,OH
36,-0.17106383224116994,0.6295744709353498,OK
37,-0.1988636387573663,0.6776859530147689,OR
38,-0.18299913068595094,0.6642545808330763,PA
39,-0.17950819774729307,0.6319672167301178,RI
40,-0.13849462570362195,0.6795698945560763,SC
41,-0.25468750146683306,0.65156250144355,SD
42,-0.18478261117146622,0.6490683257001342,TN
43,-0.16224039116338507,0.6297171926121768,TX
44,-0.14794952890098284,0.6870662491263275,UT
45,-0.16570188330456764,0.6543415370255752,VA
46,-0.131250002712477,0.6093750047730282,VT
47,-0.11362165507454142,0.6228302480364133,WA
48,-0.1785318583683459,0.6817174561197903,WI
49,-0.11860465267023375,0.711627910303515,WY
