,sentiment,magnitude,state
0,-0.11686046711753967,0.7453488416883142,AK
1,-0.16354166804812847,0.6339583366333197,AL
2,-0.14537313564944623,0.6820895552857599,AR
3,-0.1763720952771431,0.7364651191858358,AZ
4,-0.15535365539155652,0.6713755403548165,CA
5,-0.14926022805396735,0.6927763309760961,CO
6,-0.1860986570639728,0.6798206301648253,CT
7,-0.17222222603029674,0.6555555595291985,DC
8,-0.16822916897945106,0.6270833366240064,DE
9,-0.16810140137641574,0.6623712733214815,FL
10,-0.15348101484310275,0.7199367121459311,GA
11,-0.15514403379257816,0.6238683169638669,HI
12,-0.1347826099347161,0.6554347850868235,IA
13,-0.1337777790758345,0.7097777802414365,ID
14,-0.16858316436256962,0.7367556495419885,IL
15,-0.12992700805701768,0.6972019496009008,IN
16,-0.15425824347351277,0.7414835184955826,KS
17,-0.15727612146857514,0.6294776153292007,KY
18,-0.1525925940753501,0.6553086459268759,LA
19,-0.1585768766634952,0.6944091499154722,MA
20,-0.16450809669747002,0.7063511862033331,MD
21,-0.1748520731705533,0.69467455964293,ME
22,-0.1538565645702637,0.6722598125520434,MI
23,-0.16107193433137135,0.6909732041179041,MN
24,-0.15038461749656842,0.6846153863204213,MO
25,-0.15851528506612153,0.6860262036128336,MS
26,-0.1479166690260172,0.7125000033993274,MT
27,-0.1595679033440327,0.7143004142943724,NC
28,-0.10851063975628386,0.6063829790404502,ND
29,-0.11443850521575959,0.6422459923806675,NE
30,-0.13515981752850695,0.6570776269928505,NH
31,-0.1500874142637932,0.6365384637293491,NJ
32,-0.1436681241838172,0.657205244664542,NM
33,-0.18695652358557868,0.7300000019047571,NV
34,-0.1302106334952079,0.6575727208611838,NY
35,-0.16002554504978703,0.6847381893911734,OH
36,-0.13667377580139936,0.6618336915556811,OK
37,-0.16297828548635052,0.7126163423770216,OR
38,-0.15932802983768002,0.6656056623230667,PA
39,-0.17290322843097872,0.6554838733807686,RI
40,-0.17036199267970492,0.7203619934079064,SC
41,-0.10754717113274448,0.5830188732383386,SD
42,-0.1886018261562546,0.7016717367734772,TN
43,-0.16078671066496852,0.6659662865635646,TX
44,-0.13134328523344957,0.6522388060980323,UT
45,-0.16369915769041637,0.6966999262079585,VA
46,-0.11203007680132873,0.7097744388239724,VT
47,-0.116478496163042,0.6375806480525963,WA
48,-0.16237288308093104,0.707627121131804,WI
49,-0.1508474583595486,0.6949152522167917,WY
