,sentiment,magnitude,state
0,-0.14928910047945818,0.702843604883029,AK
1,-0.16753048971068205,0.6696646364246744,AL
2,-0.16812227256433412,0.6753275136434875,AR
3,-0.17724551080898968,0.7300149728683476,AZ
4,-0.15560622928881723,0.6809246753241247,CA
5,-0.17915804269726807,0.6979296088702025,CO
6,-0.15215759982982227,0.6594746729837797,CT
7,-0.19841270243364667,0.6682539689872,DC
8,-0.15533980839316128,0.6786407766122262,DE
9,-0.15663023496299805,0.668199630905535,FL
10,-0.17401086302044966,0.6732350676107351,GA
11,-0.12900302210243086,0.613595170872089,HI
12,-0.17034884003648001,0.6967054302407096,IA
13,-0.17862069185437826,0.6986206920753265,ID
14,-0.16017777983347575,0.7202666687766711,IL
15,-0.15909961864380773,0.6648467456158322,IN
16,-0.15053908534930402,0.6710242613386915,KS
17,-0.1507614233898229,0.700000003421468,KY
18,-0.17666666881557097,0.6984210538236718,LA
19,-0.15155601815254857,0.6642116213302395,MA
20,-0.14547537415707643,0.6687285252862779,MD
21,-0.1967005095619538,0.7012690370760594,ME
22,-0.1757085041685419,0.6620589960743541,MI
23,-0.14880383012005302,0.666746413629306,MN
24,-0.15988700770599357,0.6903954832420006,MO
25,-0.1523668655144745,0.7023668665460934,MS
26,-0.1431906639601934,0.6894941653201089,MT
27,-0.1741961437573962,0.70409968076723,NC
28,-0.10120482150330601,0.6506024129598974,ND
29,-0.147846892333487,0.6253588552181231,NE
30,-0.11926229692018422,0.7086065606992753,NH
31,-0.15270570949482157,0.6960711658409651,NJ
32,-0.1767790283770597,0.6715355834431862,NM
33,-0.1554644825802149,0.6562841549271443,NV
34,-0.12820513000561976,0.659782229409454,NY
35,-0.16006192174750708,0.7094943263290221,OH
36,-0.16799363251894142,0.697292994589183,OK
37,-0.18200493250700325,0.6893179975113324,OR
38,-0.1862545476393266,0.6906181846911257,PA
39,-0.17518248370964162,0.7452554754967237,RI
40,-0.13360389748999438,0.6865259770594248,SC
41,-0.09605263212793752,0.7289473734992115,SD
42,-0.18276283826250903,0.7404645502676591,TN
43,-0.15880224546402427,0.6921838270980539,TX
44,-0.12296296450090997,0.6180246939445719,UT
45,-0.17028360251617491,0.6743526531224922,VA
46,-0.1520958100250381,0.6353293429770156,VT
47,-0.1400618516254331,0.672167559583468,WA
48,-0.17926829439110872,0.7125609778049515,WI
49,-0.13119266325727516,0.7587155971095103,WY
