,sentiment,magnitude,state
0,-0.20666667173306147,0.4933333372076352,AK
1,-0.23437500232830644,0.7937500039115548,AL
2,-0.12222222652700213,0.6222222306662135,AR
3,-0.2710144936606504,0.7000000015764997,AZ
4,-0.15162241988565367,0.6905604745961923,CA
5,-0.20188679475829285,0.7735849104399951,CO
6,-0.24444444670721335,0.7185185198430661,CT
7,-0.26666667064030963,0.4000000059604645,DC
8,0.10000000149011612,0.6333333402872086,DE
9,-0.15507812716532499,0.6359375038882717,FL
10,-0.18554217161902462,0.8807228951748595,GA
11,-0.2000000019868215,0.7933333287636439,HI
12,-0.17428571603127888,0.7257142912064279,IA
13,-0.14285714605024882,0.5285714378669149,ID
14,-0.07037037114302318,0.600000003973643,IL
15,-0.13207547493138402,0.7509434040424958,IN
16,-0.1098039252500908,0.7137254974713513,KS
17,-0.14615384833170816,0.43076923260321986,KY
18,-0.15555555725263226,0.6555555597361591,LA
19,-0.26274509859435696,0.7901960738441524,MA
20,-0.07142857185431889,0.554285720203604,MD
21,-0.11875000037252903,0.5843750007916242,ME
22,-0.12222222314664612,0.7194444460587369,MI
23,-0.24054054432624095,0.6351351369474385,MN
24,-0.1384615401426951,0.6435897411444248,MO
25,-0.08500000201165676,0.625,MS
26,0.049999999503294625,0.40000000471870106,MT
27,-0.20357142921004975,0.7374999984832746,NC
28,-0.25,0.25,ND
29,-0.08571428858808108,0.7785714247397014,NE
30,-0.23571429241980826,0.5642857147114617,NH
31,-0.20729166975555322,0.6895833402716866,NJ
32,-0.06666666801486697,0.8809523695991153,NM
33,-0.21500000394880772,0.8900000035762787,NV
34,-0.12162162297365749,0.625868726104613,NY
35,-0.17619047718388695,0.6971428603643463,OH
36,-0.2700000045200189,0.6433333344757557,OK
37,-0.198245616074194,0.6245614079791203,OR
38,-0.2698412727978494,0.7317460341349481,PA
39,-0.21111111756828096,0.488888896173901,RI
40,-0.09411764802301631,0.5705882332780782,SC
41,-0.30000001192092896,0.30000001192092896,SD
42,-0.2163636395877058,0.638181821866469,TN
43,-0.12777777882213268,0.6435897467801204,TX
44,-0.22500000381842256,0.7968750100117177,UT
45,-0.1957142871405397,0.6114285729825497,VA
46,-0.11666666840513547,0.7833333499729633,VT
47,-0.10988372252431026,0.6226744254141353,WA
48,-0.16600000336766244,0.7100000032782554,WI
49,-0.21428571322134563,0.38571429146187647,WY
