,sentiment,magnitude,state
0,-0.17945946233498083,0.6545945996368253,AK
1,-0.182504015548654,0.6295345123516423,AL
2,-0.17282051530021889,0.6812820532192022,AR
3,-0.16201034955906146,0.6582409494610866,AZ
4,-0.15336259793671794,0.640398184493065,CA
5,-0.1508239970966712,0.6249176043680646,CO
6,-0.13425129254488033,0.6311531884406602,CT
7,-0.09531250142026693,0.6453125072875991,DC
8,-0.11390374413626717,0.6497326205997543,DE
9,-0.16546501931750277,0.6417875458985415,FL
10,-0.1760633885736163,0.6276897450068576,GA
11,-0.13068965686292483,0.605172415694286,HI
12,-0.1442680799876992,0.6380952412436669,IA
13,-0.16868687117541278,0.6437710485976151,ID
14,-0.17981727814233778,0.6696013310719963,IL
15,-0.1381835047573376,0.6641334591017375,IN
16,-0.12060890106846353,0.6217798631315489,KS
17,-0.16500754374589316,0.6541478161223874,KY
18,-0.16889313258628808,0.6520992396754846,LA
19,-0.15401691527560699,0.6762156477532729,MA
20,-0.13417989580877243,0.5922751357236867,MD
21,-0.12863849981429992,0.6230046979803154,ME
22,-0.1654554285693827,0.655717057829304,MI
23,-0.1449029150518399,0.6367718486874862,MN
24,-0.16982408888204495,0.6556156987326878,MO
25,-0.19429530495865233,0.701006714104606,MS
26,-0.1626415121105482,0.649811326192235,MT
27,-0.16920062944549938,0.665673983513982,NC
28,-0.24945055341327582,0.640659341609085,ND
29,-0.1660098535894173,0.6177339930399298,NE
30,-0.1404761920668303,0.6809523815200442,NH
31,-0.14262069147722475,0.646137934054794,NJ
32,-0.1449152561757019,0.6355932216017933,NM
33,-0.15721519238586668,0.6726582303643227,NV
34,-0.11486262971278217,0.5943065240254113,NY
35,-0.16463158164761568,0.6703157922978464,OH
36,-0.18621848973156024,0.6415126097302477,OK
37,-0.16226583623545815,0.6546833208503732,OR
38,-0.18237015627864162,0.65201170816091,PA
39,-0.1598802415910595,0.6544910211138383,RI
40,-0.152593920103979,0.6651162819433724,SC
41,-0.17156863008059708,0.6990196128540179,SD
42,-0.16112385515055253,0.6642201869671635,TN
43,-0.16455626945946047,0.6387191252474488,TX
44,-0.13887468186180915,0.6498721271295986,UT
45,-0.16470588470244651,0.6689897732394735,VA
46,-0.13972602963243444,0.6534246613003619,VT
47,-0.10936999025691689,0.5990378038136274,WA
48,-0.141226995713506,0.6523926420354405,WI
49,-0.1971153883406749,0.7182692331620134,WY
