,sentiment,magnitude,state
0,-0.14170616314309467,0.6071090105373712,AK
1,-0.17304075485953715,0.6689655210671006,AL
2,-0.17348066515685445,0.6975138142128676,AR
3,-0.18416961361999645,0.6975971766421736,AZ
4,-0.15991013665369097,0.6508404090293812,CA
5,-0.1626990162304986,0.6708870384110656,CO
6,-0.13641304533550705,0.6429347841716979,CT
7,-0.12784810354815254,0.6240506362688693,DC
8,-0.1280788184680375,0.6610837447746046,DE
9,-0.1781829973207654,0.64997842367843,FL
10,-0.1543585544292766,0.6733552662802762,GA
11,-0.16498195178241937,0.6155234676405841,HI
12,-0.20473118563813547,0.6823655943876954,IA
13,-0.18639456024583506,0.6734693925701031,ID
14,-0.19267203108847833,0.6773011646732036,IL
15,-0.161490127631535,0.6849192136453875,IN
16,-0.1482758639804248,0.6164137952389388,KS
17,-0.16365131778691552,0.6626644755444048,KY
18,-0.18057259906593764,0.6057259747587098,LA
19,-0.18110749436123752,0.6158523379575287,MA
20,-0.15781094676523066,0.671144281364792,MD
21,-0.14875622054756577,0.6529850780741492,ME
22,-0.19670388367520183,0.7354598651377208,MI
23,-0.20757749931615202,0.670378876779438,MN
24,-0.21367249896065799,0.7022257581803302,MO
25,-0.18174905145802878,0.5958174917804424,MS
26,-0.16464646720023268,0.7198653231164823,MT
27,-0.1689771786710013,0.6597633155870518,NC
28,-0.29285714589059353,0.8964285782671401,ND
29,-0.126886794097581,0.6632075539245358,NE
30,-0.19884170114303648,0.6725868753312177,NH
31,-0.1679618785054016,0.6824780087699551,NJ
32,-0.1457364360780217,0.7445736484991949,NM
33,-0.19107143161818385,0.6389880974643997,NV
34,-0.12380211181839411,0.6230755949506007,NY
35,-0.16818675585293355,0.6712812192325484,OH
36,-0.1718592987687544,0.663819098380243,OK
37,-0.18420057003663864,0.6444654712064039,OR
38,-0.18179036217421726,0.6900535611679468,PA
39,-0.09934210659641969,0.6914473708326879,RI
40,-0.17777778000616637,0.6806921708806399,SC
41,-0.22897196742140244,0.6439252374606712,SD
42,-0.1626055515017383,0.6558504269084252,TN
43,-0.17539744313983965,0.6512989558686855,TX
44,-0.1429362904868628,0.7321329665811438,UT
45,-0.17100785525896006,0.6553664954954573,VA
46,-0.11074380293365352,0.6595041382411295,VT
47,-0.12630320572178938,0.6184600699053376,WA
48,-0.16605375072743633,0.6405940641882227,WI
49,-0.17176470809123096,0.7564705911804648,WY
